Date,GDP251  ,GDP252  ,GDP253  ,GDP254  ,GDP255  ,GDP256  ,GDP257  ,GDP258  ,GDP259  ,GDP260  ,GDP261  ,GDP263  ,GDP264  ,GDP265  ,GDP266  ,GDP267  ,GDP268  ,GDP269  ,GDP270  ,GDP271  ,GDP272  ,GDP273  ,GDP274  ,GDP275  ,GDP276  ,GDP277  ,GDP278  ,GDP279  ,GDP280  ,GDP281  ,GDP282  ,GDP284  ,GDP285  ,GDP286  ,GDP287  ,GDP288  ,GDP289  ,GDP290  ,GDP291  ,GDP292  ,LBOUT   ,LBPUR7  ,LBMNU   ,LBLCPU  ,GDP272A,GDP273A,GDP274A,GDP274_1,GDP274_2,GDP274_3,GDP275A,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276A,GDP276_1,GDP276_2,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP277A,GDP278A,GDP279A,GDP280A,GDP281A,GDP282A,GDP284A,GDP284_1,GDP284_2,GDP285A,GDP285_1,GDP285_2,GDP286A,GDP287A,GDP288A
11\1\2001,100.948,104.128,111.051,103.242,103.114,86.051,93.924,91.569,90.968,91.831,100.206,89.422,94.518,105.289,106.124,104.869,102.375,101.267,102.647,101.291,103.122,102.437,97.279,100.852,104.368,101.405,101.427,99.564,107.069,96.964,106.377,98.623,94.556,103.072,102.589,103.315,103.127,102.378,102.382,103.114,121.149,113.719,117.081,116.841,103.122,102.437,97.279,100.477,91.939,100.117,100.852,104.03,96.49,83.754,103.826,104.368,105.483,103.298,106.478,101.49,101.951,104.592,104.489,104.06,101.405,101.427,99.564,107.069,96.964,106.377,98.623,98.172,99.735,94.556,93.609,99.51,103.072,102.589,103.315
2\1\2002,101.633,104.494,109.858,104.085,103.579,88.835,92.405,88.489,86.299,89.335,102.707,90.557,97.172,106.411,107.667,105.782,102.319,102.173,102.836,101.504,103.553,102.673,96.495,100.895,104.937,101.347,101.348,99.542,108.065,96.607,106.151,98.36,94.146,104.378,105.098,103.997,103.554,102.755,102.756,103.543,122.819,115.038,116.133,116.634,103.553,102.673,96.496,100.189,90.229,100.027,100.895,104.545,96.091,81.303,104.191,104.937,106.564,103.096,104.865,102.069,102.035,105.034,104.982,104.693,101.347,101.348,99.542,108.065,96.607,106.151,98.36,97.831,99.654,94.146,93.139,99.43,104.378,105.098,103.997
5\1\2002,102.186,105.106,110.84,104.426,104.247,89.255,92.076,87.116,81.879,89.13,105.066,92.858,100.078,107.658,110.873,106.033,102.745,102.864,103.406,101.955,103.944,103.385,96.029,102.238,105.608,101.472,101.48,99.485,109.455,96.087,106.72,99.048,96.474,105.126,105.231,105.064,103.946,103.385,103.387,103.935,123.364,115.424,116.318,117.683,103.944,103.385,96.029,99.986,89.384,99.731,102.238,104.798,95.816,91.75,105.119,105.608,107.411,102.992,104.927,101.887,102.862,105.64,106.014,105.419,101.472,101.48,99.485,109.455,96.087,106.72,99.048,98.359,100.717,96.474,95.563,101.256,105.126,105.231,105.064
8\1\2002,102.788,105.695,113.908,104.507,104.585,90.517,91.914,86.687,78.5,89.855,105.582,93.52,101.467,108.266,111.7,106.532,103.105,103.569,103.877,102.677,104.347,103.841,95.594,102.464,106.39,101.512,101.532,99.38,110.612,95.598,107.13,99.772,97.304,105.795,105.502,105.943,104.352,103.816,103.82,104.339,124.829,115.318,116.023,117.027,104.347,103.841,95.594,100.222,88.188,99.241,102.464,105.032,95.089,92.898,105.553,106.39,108.187,103.957,105.024,103.373,103.071,106.445,106.834,106.264,101.512,101.532,99.38,110.612,95.598,107.13,99.772,99.164,101.253,97.304,96.177,103.236,105.795,105.502,105.943
11\1\2002,102.84,106.066,112.404,105.439,105.055,90.29,91.593,85.584,77.438,88.739,107.242,92.784,103.688,109.539,114.438,107.067,103.143,103.998,104.294,102.921,104.926,104.268,94.946,102.76,107.137,102.229,102.279,99.645,111.988,95.534,108.96,99.911,97.441,106.728,106.696,106.734,104.936,104.374,104.383,104.919,124.781,114.687,116.095,117.097,104.926,104.268,94.946,99.852,86.95,99.165,102.76,105.43,94.464,96.217,105.158,107.137,108.939,104.679,106.219,103.831,103.73,107.361,107.572,106.847,102.229,102.279,99.645,111.988,95.534,108.96,99.911,99.29,101.423,97.441,96.272,103.59,106.728,106.696,106.734
2\1\2003,103.148,106.611,112.521,106.435,105.458,89.993,91.502,85.023,76.061,88.514,108.329,91.518,102.355,109.16,114.471,106.478,103.488,104.242,104.575,103.124,105.742,105.059,93.795,104.175,108.076,102.941,103.067,99.664,113.295,95.173,111.434,100.92,100.078,109.107,109.578,108.84,105.763,105.435,105.455,105.736,125.804,115.127,115.485,117.69,105.742,105.059,93.795,98.69,85.7,98.287,104.175,105.932,93.548,110.666,104.971,108.076,109.626,106.772,110.64,104.545,104.408,108.302,108.42,107.689,102.941,103.067,99.664,113.295,95.173,111.434,100.92,100.168,102.736,100.078,99.008,105.636,109.107,109.578,108.84
5\1\2003,104.031,107.566,116.971,107.033,105.917,90.718,93.842,87.208,78.719,90.506,111.06,91.128,103.398,110.799,119.742,106.266,104.643,105.278,105.874,104.17,106.076,105.235,92.785,103.423,109.002,102.759,102.865,99.341,113.239,94.774,111.496,101.192,99.093,109.449,109.987,109.144,106.094,105.587,105.604,106.067,127.936,116.945,115.12,117.969,106.076,105.235,92.785,98.062,84.02,97.803,103.423,106.545,92.66,101.099,105.005,109.002,110.054,107.968,114.72,104.046,105.522,109.586,108.937,108.675,102.759,102.865,99.341,113.239,94.774,111.496,101.192,100.575,102.689,99.093,97.305,108.627,109.449,109.987,109.144
8\1\2003,105.926,109.103,121.579,109.027,106.664,94.483,96.889,89.179,78.552,93.348,116.766,93.612,104.354,111.206,119.858,106.82,106.408,106.985,107.455,106.027,106.616,105.851,91.848,104.424,109.808,103.093,103.207,99.509,113.894,94.799,112.225,101.423,99.734,110.118,110.257,110.041,106.636,106.17,106.189,106.607,130.758,117.781,115.267,116.609,106.616,105.851,91.848,97.47,82.172,98.019,104.424,107.247,92.94,106.497,105.441,109.808,110.682,108.037,114.593,104.234,106.597,110.76,109.602,109.495,103.093,103.207,99.509,113.894,94.799,112.225,101.423,100.405,103.864,99.734,97.909,109.45,110.118,110.257,110.041
11\1\2003,106.621,109.718,121.783,109.513,107.415,96.604,98.206,89.806,77.607,94.622,119.753,98.136,108.666,111.41,120.778,106.663,106.962,107.778,108.111,106.946,107.204,106.242,91.037,104.558,110.629,103.971,104.111,99.849,115.058,94.902,114.331,102.181,99.836,110.724,110.556,110.822,107.228,106.671,106.694,107.194,130.318,118.412,115.887,117.706,107.204,106.242,91.037,96.406,81.464,97.596,104.558,108.218,92.937,104.028,105.145,110.629,111.431,107.905,113.705,104.546,107.28,111.924,110.02,110.527,103.971,104.111,99.849,115.058,94.902,114.331,102.181,101.41,104.044,99.836,98.028,109.449,110.724,110.556,110.822
2\1\2004,107.633,110.987,123.59,110.685,108.637,97.75,98.751,90.192,78.238,94.9,120.656,99.862,111.348,112.21,122.901,106.789,107.871,108.945,109.18,107.876,108.19,107.202,91.043,106.014,111.573,105.054,105.204,100.094,116.948,94.679,117.212,103.701,102.185,112.562,113.617,111.953,108.215,107.803,107.827,108.183,131.362,117.762,116.368,117.544,108.18,107.163,90.927,96.357,81.012,98.087,105.918,108.968,92.58,113.75,105.702,111.582,111.981,108.921,115.588,105.054,107.496,113.24,110.936,111.677,105.01,105.165,100.123,116.96,94.708,117.027,103.567,102.966,105.034,102.047,100.401,110.77,112.657,113.641,112.088
5\1\2004,108.705,111.796,124.106,111.148,109.662,102.675,101.515,91.773,79.548,96.59,126.221,101.368,115.547,112.835,123.664,107.344,108.561,110.403,110.272,108.66,109.172,108.155,91.105,107.561,112.444,106.225,106.386,100.621,119.166,94.724,119.753,104.973,103.996,114.034,115.097,113.42,109.198,108.88,108.905,109.161,132.761,117.631,116.457,117.176,109.185,108.179,90.986,96.834,80.38,98.732,107.53,110.038,92.922,124.056,106.046,112.532,112.907,109.425,116.624,105.246,107.762,114.311,111.672,112.943,106.217,106.382,100.729,119.118,94.872,119.511,104.785,104.286,106.021,103.872,102.326,112.04,114.028,115.164,113.369
8\1\2004,109.538,112.875,126.712,112.16,110.503,103.187,103.401,94.056,80.148,99.591,127.224,102.557,116.8,113.189,125.17,107.11,109.627,111.259,111.352,109.541,109.744,108.658,90.581,107.865,113.303,107.167,107.334,100.982,122.093,94.366,121.912,105.441,105.407,115.328,115.724,115.105,109.769,109.588,109.613,109.731,132.954,118.275,117.309,118.377,109.807,108.703,90.415,96.813,79.382,97.9,107.903,110.73,92.696,124.8,106.103,113.406,113.629,110.323,118.426,105.628,108.593,115.217,112.409,113.983,107.246,107.404,101.048,122.026,94.477,121.984,105.273,104.552,107.018,105.212,103.578,113.862,115.361,115.863,115.077
11\1\2004,110.247,114.062,128.603,113.657,111.418,104.49,104.655,95.96,79.737,102.519,127.022,105.017,120.151,112.647,123.517,107.131,110.325,112.156,112.24,110.079,110.61,109.476,90.649,109.03,114.133,108.132,108.321,101.639,125.599,94.244,123.596,106.49,107.126,116.95,116.558,117.19,110.638,110.567,110.596,110.6,133.474,118.864,117.883,119.874,110.677,109.521,90.454,97.589,78.9,97.456,109.153,111.34,92.454,133.902,106.694,114.198,114.262,110.899,119.862,105.71,109.375,116.068,113.253,114.949,108.271,108.429,101.686,125.544,94.344,123.826,106.362,105.489,108.455,106.973,105.356,115.523,116.971,116.621,117.191
2\1\2005,111.173,114.838,129.358,115.114,111.874,106.579,106.65,97.37,80.773,104.092,130.406,106.226,121.357,113.104,124.54,107.302,111.229,113.093,113.155,111.06,111.558,110.091,90.709,109.325,115.049,108.944,109.153,102.539,129.084,94.45,124.298,107.701,107.815,118.955,119.712,118.52,111.589,111.449,111.481,111.543,134.591,119.542,117.963,120.08,111.745,110.119,90.47,98.511,78.117,97.322,109.234,111.641,92.489,131.618,107.167,115.204,115.107,112.351,122.318,106.567,110.431,117.298,113.919,115.759,109.653,109.837,102.816,129.388,94.759,125.811,107.552,106.612,109.798,107.565,105.876,116.522,119.102,119.84,118.677
5\1\2005,112.069,116.031,133.299,116.496,112.501,105.595,109.339,98.601,80.356,106.087,136.476,108.637,121.775,113.417,124.668,107.709,112.754,113.764,114.43,111.894,112.229,110.94,90.57,110.604,115.929,109.664,109.875,103.055,131.941,94.347,125.45,108.648,110.222,120.302,120.361,120.276,112.261,112.362,112.395,112.218,134.752,118.705,118.805,119.896,112.455,111.037,90.375,98.824,77.593,97.334,110.57,112.614,91.868,141.86,107.391,116.165,115.768,113.74,125.285,107.058,112.018,118.147,114.542,116.937,110.407,110.618,103.439,132.114,94.827,126.933,108.506,107.407,111.119,110.075,108.442,118.702,120.462,120.512,120.443
8\1\2005,113.223,117.152,136.207,117.481,113.379,106.938,111.032,100.025,78.903,108.889,138.821,109.503,122.52,114.358,127.545,107.674,113.965,114.889,115.61,113.252,113.139,112.066,89.908,113.016,116.858,110.675,110.946,103.607,136.089,93.983,127.573,109.341,112.919,122.029,121.353,122.438,113.181,113.572,113.614,113.131,136.189,119.084,119.131,120.792,113.422,112.205,89.735,98.301,76.267,98.102,113.113,113.038,91.354,167.822,107.899,117.1,116.389,115.436,129.287,107.431,113.518,118.984,115.535,117.853,111.493,111.759,103.846,136.453,94.24,129.599,109.171,107.754,112.538,112.811,111.277,120.854,122.335,121.534,122.825
11\1\2005,113.719,117.373,131.799,118.608,113.945,111.034,111.811,101.308,81.174,109.653,138.495,112.054,126.377,114.048,126.053,107.954,113.883,115.657,115.825,113.39,114.048,112.873,89.605,113.177,118.281,111.853,112.194,104.51,141.476,93.754,129.536,110.108,114.117,123.444,121.479,124.62,114.101,114.541,114.594,114.038,136.105,118.815,119.82,121.688,114.398,112.989,89.491,98.756,75.406,97.879,113.328,113.703,91.177,164.694,108.64,118.434,117.256,120.492,141.898,108.079,114.671,120.092,116.661,118.594,113.065,113.403,105.009,142.098,94.281,132.27,109.983,108.356,113.852,114.018,112.622,121.254,123.839,121.77,125.087
2\1\2006,115.274,118.761,137.893,120.313,114.398,113.143,114.033,104.606,82.893,113.704,138.391,115.783,129.146,115.423,128.728,108.682,115.455,117.161,117.345,115.085,114.967,113.445,89.385,113.484,119.194,112.86,113.238,105.471,145.684,93.887,130.765,110.737,113.918,124.791,123.721,125.434,115.025,115.313,115.371,114.958,137.367,121.952,120.72,124.367,115.363,113.48,89.276,99.3,74.602,97.583,113.405,114.414,90.955,160,109.359,119.316,118.268,122.286,145.28,109.045,115.322,120.693,117.381,119.454,114.175,114.485,106.025,146.516,94.423,133.546,110.725,109.151,114.481,113.576,112.081,121.393,125.379,124.463,125.938
5\1\2006,116.004,119.521,137.868,120.742,115.44,113.429,113.57,105.738,86.819,113.313,134.368,117.536,129.608,115.657,127.262,109.762,116.06,117.746,117.81,115.753,115.905,114.573,89.206,115.769,120.059,113.717,114.074,106.266,149.432,93.92,131.696,112.4,116.608,126.262,124.871,127.095,115.961,116.455,116.51,115.897,137.716,120.037,121.182,123.57,116.35,114.67,89.11,99.429,73.782,98.484,115.763,114.903,91.466,182.605,109.764,120.252,119.651,120.868,140.554,109.486,116.902,121.609,118.614,120.587,114.891,115.169,106.764,150.294,94.379,134.137,112.359,110.822,116.026,116.339,114.892,123.858,127.125,125.686,127.998
8\1\2006,116.569,120.355,140.019,121.204,116.234,113.215,113.24,108.292,90.044,115.434,127.601,119.495,131.378,116.136,127.669,110.277,116.609,118.341,118.39,116.26,116.446,115.241,88.967,116.442,120.96,113.895,114.224,106.501,151.372,93.704,131.655,113.631,118.143,127.15,125.482,128.147,116.498,117.08,117.133,116.44,137.62,119.308,121.896,123.896,117.03,115.406,88.827,99.567,72.927,98.84,116.576,115.746,91.446,186.788,110.019,121.209,120.989,121.174,139.908,110.352,117.691,122.655,119.414,121.378,115.335,115.592,107.267,152.344,94.47,134.39,113.641,112.239,116.976,117.689,116.397,124.287,128.076,126.097,129.271
11\1\2006,117.277,121.612,141.534,122.947,117.215,108.649,110.561,107.44,90.228,114.032,120.77,122.549,130.516,117.107,129.106,111.016,117.663,118.577,118.955,117.263,116.93,114.966,88.366,114.141,121.824,114.864,115.175,107.321,153.402,94.194,132.911,113.379,115.503,127.731,125.495,129.061,116.978,117.145,117.192,116.924,137.95,122.334,122.183,125.882,117.527,115.143,88.213,98.892,72.131,98.891,114.21,116.295,91.481,155.565,110.029,122.122,122.253,121.602,139.388,111.331,117.941,123.466,118.932,122.835,115.958,116.162,107.789,154.071,94.667,135.076,113.424,112.257,116.184,114.834,113.341,122.616,128.757,126.244,130.272
