Date,GDP251  ,GDP252  ,GDP253  ,GDP254  ,GDP255  ,GDP256  ,GDP257  ,GDP258  ,GDP259  ,GDP260  ,GDP261  ,GDP263  ,GDP264  ,GDP265  ,GDP266  ,GDP267  ,GDP268  ,GDP269  ,GDP270  ,GDP271  ,GDP272  ,GDP273  ,GDP274  ,GDP275  ,GDP276  ,GDP277  ,GDP278  ,GDP279  ,GDP280  ,GDP281  ,GDP282  ,GDP284  ,GDP285  ,GDP286  ,GDP287  ,GDP288  ,GDP289  ,GDP290  ,GDP291  ,GDP292  ,LBOUT   ,LBPUR7  ,LBMNU   ,LBLCPU  ,GDP272A,GDP273A,GDP274A,GDP274_1,GDP274_2,GDP274_3,GDP275A,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276A,GDP276_1,GDP276_2,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP277A,GDP278A,GDP279A,GDP280A,GDP281A,GDP282A,GDP284A,GDP284_1,GDP284_2,GDP285A,GDP285_1,GDP285_2,GDP286A,GDP287A,GDP288A
8\1\1991,72.535,71.225,50.226,76.341,74.038,47.45,49.419,45.444,75.3,37.921,61.69,54.532,41.596,89.832,113.255,77.755,73.097,69.862,70.383,72.538,84.772,83.66,106.274,86.844,77.834,97.826,97.018,106.215,75.559,119.555,76.298,100.783,101.839,80.015,80.45,79.918,84.597,85.058,84.888,84.769,96.37,97.869,100.047,99.073,84.772,83.66,106.274,85.719,141.554,100.396,86.844,84.116,110.986,75.317,83.323,77.834,77.087,88.562,88.514,88.357,78.785,74.307,77.909,78.069,97.826,97.018,106.215,75.559,119.555,76.298,100.783,107.067,86.783,101.839,104.839,88.311,80.015,80.45,79.918
11\1\1991,72.875,71.163,49.398,75.796,74.47,49.248,49.51,45.203,73.767,37.962,63.044,55.787,42.094,89.472,111.062,78.332,73.089,70.116,70.303,72.969,85.2,84.328,106.477,87.26,78.691,97.514,96.698,105.874,74.82,119.499,76.033,101.006,102.881,80.412,80.985,80.214,85.024,85.556,85.385,85.195,97.083,98.279,99.914,99.517,85.2,84.328,106.477,86.101,140.721,101.552,87.26,84.193,111.774,76.398,83.991,78.691,77.761,89.331,89.431,89.003,79.145,75.33,78.436,79.211,97.514,96.698,105.874,74.82,119.499,76.033,101.006,107.071,87.435,102.881,106.006,88.898,80.412,80.985,80.214
2\1\1992,73.63,72.336,51.33,77.065,75.355,48.161,50.026,45.003,72.87,37.918,66.259,56.729,42.457,90.168,111.121,79.356,74.17,70.782,71.283,73.717,85.766,84.982,106.497,87.464,79.659,97.243,96.517,105.736,74.8,119.285,75.784,100.87,102.407,81.015,81.939,80.567,85.601,86.093,85.933,85.754,98.89,99.546,99.438,99.763,85.766,84.982,106.497,86.031,140.935,101.564,87.464,84.52,111.281,75.089,84.948,79.659,78.354,89.61,89.415,89.508,80.467,76.355,78.635,80.987,97.243,96.517,105.736,74.8,119.285,75.784,100.87,106.615,87.937,102.407,105.185,89.666,81.015,81.939,80.567
5\1\1992,74.34,72.752,51.735,76.968,76.05,51.324,51.994,46.79,72.876,40.039,68.794,56.753,43.527,90.074,111.035,79.26,74.631,71.645,71.907,74.417,86.212,85.526,106.748,87.862,80.316,97.279,96.555,105.421,75.084,118.606,76.486,100.939,103.031,81.598,82.498,81.167,86.047,86.588,86.427,86.203,99.467,99.657,99.831,99.879,86.212,85.526,106.748,86.737,140.244,101.885,87.862,84.739,111.124,75.833,85.869,80.316,78.856,90.061,89.951,89.891,80.817,77.34,79.454,81.533,97.279,96.555,105.421,75.084,118.606,76.486,100.939,106.446,88.477,103.031,105.755,90.473,81.598,82.498,81.167
8\1\1992,75.069,73.476,52.861,77.475,76.768,51.869,52.79,47.742,73.524,41.033,68.953,57.976,44.142,90.553,112.314,79.327,75.411,72.297,72.607,75.108,86.587,86.123,106.798,88.418,81.011,97.415,96.687,105.335,75.427,118.259,77.029,100.983,104.616,82.039,83.033,81.541,86.422,87.098,86.938,86.574,100.446,100.543,100.028,100.397,86.587,86.123,106.798,87.319,139.293,101.902,88.418,85.175,111.361,77.215,86.475,81.011,79.278,90.559,90.535,90.32,80.697,78.347,80.068,82.513,97.415,96.687,105.335,75.427,118.259,77.029,100.983,106.046,89.412,104.616,107.062,93.094,82.039,83.033,81.541
11\1\1992,75.896,74.33,53.953,78.706,77.343,53.538,54.439,49.182,74.423,42.556,71.295,58.299,44.868,90.574,112.38,79.327,76.229,73.175,73.476,75.944,87.042,86.667,106.98,88.677,81.749,97.645,96.92,105.153,76.009,117.625,78.042,100.776,104.156,82.224,82.939,81.924,86.877,87.531,87.371,87.032,101.18,100.152,100.702,99.963,87.042,86.667,106.98,87.837,138.868,102.013,88.677,85.358,111.662,78.104,86.588,81.749,79.803,91.325,91.736,90.748,82.767,79.301,80.591,82.881,97.645,96.92,105.153,76.009,117.625,78.042,100.776,105.632,89.632,104.156,106.816,91.807,82.224,82.939,81.924
2\1\1993,75.988,74.596,54.483,78.599,77.73,54.76,54.742,49.48,72.463,43.346,71.62,58.368,45.891,89.626,108.934,79.663,76.136,73.428,73.555,76.121,87.729,87.116,106.962,88.996,82.334,98.143,97.446,105.472,76.61,117.768,78.938,100.815,102.621,83.092,83.899,82.726,87.568,88.076,87.919,87.726,100.412,99.83,101.566,100.929,87.729,87.116,106.962,88.521,137.555,101.967,88.996,85.635,111.475,78.156,87.392,82.334,80.398,91.564,91.579,91.295,84.311,80.23,81.084,82.891,98.143,97.446,105.472,76.61,117.768,78.938,100.815,105.658,89.69,102.621,104.956,91.579,83.092,83.899,82.726
5\1\1993,76.373,75.257,56.316,79.315,78.024,55.189,55.968,50.797,72.356,44.954,72.462,59.053,47.164,89.535,107.371,80.33,76.673,73.929,74.201,76.429,88.204,87.678,107.584,88.981,83.173,98.459,97.727,105.508,77.278,117.45,79.675,101.067,103.369,83.583,84.448,83.177,88.038,88.595,88.434,88.202,99.95,99.481,102.773,101.891,88.204,87.678,107.584,89.68,137.274,102.409,88.981,86.133,110.605,75.908,87.734,83.173,81.089,92.482,93.208,91.664,84.832,81.163,81.865,83.865,98.459,97.727,105.508,77.278,117.45,79.675,101.067,105.776,90.205,103.369,105.698,92.337,83.583,84.448,83.177
8\1\1993,76.765,76.079,56.998,80.095,78.902,55.19,56.958,51.36,72.699,45.558,74.964,58.9,47.777,89.28,105.824,80.74,77.256,74.427,74.882,76.885,88.599,87.979,108.113,88.758,83.7,98.68,97.953,105.47,77.916,117.042,80.397,100.917,102.47,84.028,85.186,83.426,88.433,88.916,88.756,88.603,100.114,99.459,103.256,101.921,88.599,87.979,108.113,90.862,136.763,102.659,88.758,86.357,110.655,73.753,87.27,83.7,81.484,93.222,93.986,92.37,85.721,81.989,82.349,83.978,98.68,97.953,105.47,77.916,117.042,80.397,100.917,105.592,90.124,102.47,104.769,91.576,84.028,85.186,83.426
11\1\1993,77.798,76.757,58.509,80.465,79.501,58.042,59.483,53.512,74.044,47.855,78.739,60.845,49.471,89.61,106.094,81.102,78.21,75.462,75.843,77.735,89.03,88.443,108.703,89.157,84.172,98.804,98.096,105.497,78.605,116.714,80.753,100.794,102.226,84.454,85.62,83.848,88.867,89.331,89.173,89.039,101.061,99.148,104.111,101.527,89.03,88.443,108.703,91.988,136.697,102.72,89.157,86.87,110.612,75.514,87.063,84.172,82.006,93.613,94.013,93.04,86.296,82.706,83.018,84.022,98.804,98.096,105.497,78.605,116.714,80.753,100.794,105.342,90.26,102.226,104.363,92.001,84.454,85.62,83.848
2\1\1994,78.589,77.608,59.917,81.245,80.226,60.538,60.252,54.047,71.008,49.204,80.294,61.368,50.586,88.7,102.948,81.344,78.659,76.343,76.397,78.605,89.598,88.794,109.055,89.009,84.771,99.388,98.648,105.837,79.245,116.892,81.684,101.274,101.694,85.237,86.165,84.789,89.431,89.8,89.637,89.604,101.609,100.013,104.523,101.992,89.598,88.794,109.055,92.515,136.613,103.214,89.009,87.036,109.221,74.538,87.301,84.771,82.653,94.097,93.991,93.905,86.873,83.618,83.414,84.264,99.388,98.648,105.837,79.245,116.892,81.684,101.274,105.97,90.435,101.694,103.67,92.143,85.237,86.165,84.789
5\1\1994,79.614,78.167,60.617,82.014,80.631,64.074,61.704,55.132,75.041,49.588,82.995,63.4,52.722,89.084,102.387,82.217,79.271,77.433,77.091,79.584,89.98,89.278,109.697,89.235,85.356,99.663,98.965,106.066,79.735,116.985,82.155,101.649,102.996,85.794,87.126,85.091,89.819,90.271,90.115,89.989,101.382,99.279,106.279,101.91,89.98,89.278,109.697,93.523,136.686,103.659,89.235,87.357,109.718,73.492,87.726,85.356,83.327,94.268,93.728,94.406,87.196,84.398,83.482,84.897,99.663,98.965,106.066,79.735,116.985,82.155,101.649,106.361,90.778,102.996,105.237,92.33,85.794,87.126,85.091
8\1\1994,80.06,78.727,61.281,82.712,81.088,62.946,62.324,56.165,74.954,50.865,82.122,65.764,54.206,90.543,104.845,83.16,80.061,77.821,77.808,80.021,90.525,90.07,110.475,90.022,86.148,99.979,99.348,106.174,80.712,116.648,83.043,102.281,104.675,86.188,87.126,85.735,90.376,90.921,90.776,90.524,100.786,98.437,107.561,102.51,90.525,90.07,110.475,94.875,136.473,104.369,90.022,88.029,109.019,77.571,88.146,86.148,83.783,94.482,93.66,94.829,87.406,85.289,83.731,86.573,99.979,99.348,106.174,80.712,116.648,83.043,102.281,106.848,91.703,104.675,106.84,94.32,86.188,87.126,85.735
11\1\1994,80.999,79.514,63.469,83.505,81.472,65.873,64.036,58.651,75.715,53.725,81.071,67.258,55.51,89.773,102.019,83.45,80.757,78.758,78.512,80.959,90.958,90.472,110.683,90.153,86.716,100.222,99.573,105.954,81.861,115.761,84.135,102.93,105.171,86.788,87.824,86.274,90.807,91.34,91.194,90.959,101.619,98.533,108.22,102.066,90.958,90.472,110.683,96.316,134.661,104.442,90.153,88.295,107.911,78.515,88.341,86.716,84.354,94.524,93.407,95.081,87.64,86.205,84.125,87.081,100.222,99.573,105.954,81.861,115.761,84.135,102.93,107.692,91.938,105.171,107.287,95.031,86.788,87.824,86.274
2\1\1995,81.224,79.64,62.233,83.606,81.992,66.528,65.493,61.045,77.613,56.208,79.263,68.459,56.681,90.142,101.83,84.106,81.13,79.022,78.918,81.315,91.554,90.909,111.054,90.213,87.353,100.663,99.981,106.056,82.844,115.446,85.175,104.03,105.618,87.73,88.832,87.173,91.399,91.877,91.726,91.557,101.145,98.738,108.933,103.168,91.554,90.909,111.054,97.394,133.976,104.628,90.213,88.783,106.775,77.782,88.524,87.353,84.999,95.342,93.953,96.091,88.079,87.129,84.767,87.326,100.663,99.981,106.056,82.844,115.446,85.175,104.03,109.091,92.387,105.618,108.115,93.721,87.73,88.832,87.173
5\1\1995,81.369,80.299,62.956,84.027,82.752,64.752,65.249,61.47,79.167,56.351,76.728,69.417,57.507,90.51,101.644,84.76,81.577,79.182,79.368,81.494,91.891,91.412,110.89,90.564,88.041,100.985,100.31,106.353,83.392,115.621,85.577,104.825,107.465,88.094,88.963,87.678,91.737,92.329,92.18,91.9,101.16,98.545,108.98,103.626,91.891,91.412,110.89,98.031,132.733,104.178,90.564,89.451,106.366,77.854,88.772,88.041,85.802,95.292,93.611,96.247,89.45,87.719,85.479,88.088,100.985,100.31,106.353,83.392,115.621,85.577,104.825,109.832,93.298,107.465,109.729,96.626,88.094,88.963,87.678
8\1\1995,82.032,80.999,64.83,84.338,83.323,64.137,66.117,61.888,79.752,56.723,79.113,72.475,57.71,90.216,100.681,84.811,82.527,79.48,79.939,81.992,92.281,91.801,110.49,90.782,88.646,101.088,100.439,106.383,84.293,115.235,85.928,104.571,106.736,88.401,89.293,87.971,92.131,92.662,92.518,92.29,101.349,98.658,110.13,104.121,92.281,91.801,110.49,97.918,131.344,104.641,90.782,89.803,106.114,76.906,89.464,88.646,86.48,95.511,93.823,96.472,90.283,88.282,86.018,88.777,101.088,100.439,106.383,84.293,115.235,85.928,104.571,109.424,93.382,106.736,108.725,97.176,88.401,89.293,87.971
11\1\1995,82.632,81.552,66.026,84.636,83.827,65.944,67.499,63.136,79.079,58.438,80.917,73.577,58.257,89.192,96.859,85.237,83.037,80.014,80.385,82.712,92.734,92.185,110.253,90.958,89.24,101.027,100.437,106.165,84.987,114.593,86.398,104.077,105.828,89.205,90.924,88.288,92.593,93.065,92.929,92.744,102.323,99.125,110.233,104.19,92.734,92.185,110.253,98.469,129.599,104.89,90.958,90.255,105.969,75.684,89.848,89.24,87.216,95.783,94.176,96.687,90.595,88.968,86.677,89.291,101.027,100.437,106.165,84.987,114.593,86.398,104.077,108.648,93.506,105.828,107.723,96.709,89.205,90.924,88.288
2\1\1996,83.215,82.271,66.736,85.122,84.662,66.855,69.199,64.697,80.486,60.024,83.035,74.469,59.942,89.735,98.881,85.014,83.76,80.744,81.252,83.334,93.302,92.758,110.394,91.718,89.792,100.622,100.117,105.552,85.069,113.667,86.718,103.875,105.411,90.321,92.245,89.285,93.175,93.602,93.48,93.312,103.384,99.322,110.064,104.238,93.302,92.758,110.394,99.526,128.314,105.089,91.718,90.858,105.79,79.351,90.218,89.792,87.832,96.417,94.929,97.23,90.34,89.418,87.359,90.085,100.622,100.117,105.552,85.069,113.667,86.718,103.875,107.904,94.479,105.411,107.104,97.239,90.321,92.245,89.285
5\1\1996,84.579,83.167,68.938,86.125,85.149,70.298,71.452,66.558,82.249,61.892,86.547,75.734,61.76,91.212,100.839,86.243,84.891,82.199,82.484,84.595,93.615,93.352,109.587,92.568,90.501,100.307,99.816,104.926,85.41,112.609,87.118,103.514,104.95,90.016,91.451,89.268,93.491,93.897,93.778,93.626,104.577,99.434,110.962,104.17,93.615,93.352,109.587,99.567,126.162,104.425,92.568,91.66,105.302,83.686,90.455,90.501,88.488,97.098,95.659,97.875,90.953,90.095,88.18,90.911,100.307,99.816,104.926,85.41,112.609,87.118,103.514,107.39,94.463,104.95,106.441,97.724,90.016,91.451,89.268
8\1\1996,85.288,83.697,69.508,86.613,85.688,73.804,73.104,68.77,83.242,64.4,86.314,76.377,63.805,90.908,98.412,87.038,85.241,83.134,83.076,85.256,94.064,93.725,109.228,92.577,91.186,100.623,100.114,104.915,86.535,112.094,88.083,102.777,103.787,90.523,91.812,89.86,93.938,94.286,94.165,94.073,104.874,99.632,111.835,104.655,94.064,93.725,109.228,99.862,124.96,103.895,92.577,92.497,103.924,81.259,90.629,91.186,89.143,97.66,96.549,98.212,91.88,90.632,88.983,91.756,100.623,100.114,104.915,86.535,112.094,88.083,102.777,106.052,95.063,103.787,104.932,98.218,90.523,91.812,89.86
11\1\1996,86.285,84.394,70.919,87.339,86.18,73.533,74.317,70.618,87.439,65.608,85.426,81.138,64.67,91.729,98.231,88.378,86.519,83.676,83.885,86.32,94.455,94.352,108.817,93.403,91.898,100.528,100.064,104.651,87.165,111.435,88.52,101.785,103.968,91.102,92.419,90.422,94.34,94.796,94.685,94.463,105.113,99.287,113.212,104.92,94.455,94.352,108.817,100.382,123.066,103.732,93.403,93.343,104.307,84.375,90.74,91.898,89.697,98.157,97.027,98.724,92.891,91.283,89.705,92.725,100.528,100.064,104.651,87.165,111.435,88.52,101.785,104.288,95.802,103.968,104.989,98.998,91.102,92.419,90.422
2\1\1997,86.952,85.306,72.965,87.861,86.992,75.077,75.763,72.413,88.175,67.669,85.718,82.612,67.401,91.866,96.968,89.239,87.161,84.577,84.764,86.912,94.963,94.781,108.369,93.833,92.485,100.373,99.914,104.245,88.047,110.463,88.969,101.534,102.763,91.819,93.284,91.055,94.85,95.189,95.081,94.968,104.811,99.356,114.479,105.921,94.963,94.781,108.369,100.725,121.207,103.752,93.833,93.658,104.674,85.92,90.981,92.485,90.287,99.171,99.031,99.081,92.569,91.79,90.314,93.524,100.373,99.914,104.245,88.047,110.463,88.969,101.534,104.063,95.52,102.763,103.678,98.321,91.819,93.284,91.055
5\1\1997,88.274,85.703,72.731,87.89,87.733,80.073,77.395,74.211,87.399,70.157,86.798,85.905,70.123,92.829,99.097,89.6,87.85,85.892,85.469,88.343,95.291,94.961,107.29,93.678,93.065,100.189,99.793,103.89,88.854,109.611,89.396,101.452,100.819,91.908,93.386,91.136,95.191,95.296,95.199,95.297,106.169,99.889,115.116,105.472,95.291,94.961,107.29,100.143,119.205,103.066,93.678,93.928,105.839,80.318,91.481,93.065,91.009,98.874,97.725,99.444,93.127,92.387,90.916,94.293,100.189,99.793,103.89,88.854,109.611,89.396,101.452,103.781,95.912,100.819,101.321,98.42,91.908,93.386,91.136
8\1\1997,89.373,87.11,76.065,89.161,88.717,81.679,80.383,78.005,90.735,74.055,87.192,87.948,72.707,92.847,98.463,89.957,89.193,87.11,86.923,89.375,95.541,95.218,106.581,93.801,93.57,100.13,99.807,103.589,89.813,108.783,90.167,101.183,100.165,92.115,93.481,91.405,95.455,95.494,95.41,95.549,107.193,100.397,115.781,105.604,95.541,95.218,106.581,99.864,117.404,103.211,93.801,94.397,104.808,81.187,91.282,93.57,91.681,98.877,97.795,99.407,93.404,92.917,91.719,94.772,100.13,99.807,103.589,89.813,108.783,90.167,101.183,103.423,95.86,100.165,100.767,97.263,92.115,93.481,91.405
11\1\1997,90.032,88.011,77.98,89.51,89.635,83.017,81.086,78.65,91.418,74.685,88.081,87.864,73.918,92.812,97.735,90.282,89.735,87.937,87.637,89.978,95.864,95.536,106.031,94.026,94.099,99.937,99.626,103.061,90.81,107.624,90.839,100.76,99.516,92.715,93.982,92.06,95.784,95.781,95.702,95.869,107.716,101.628,116.341,106.997,95.864,95.536,106.031,99.879,115.966,102.833,94.026,94.805,104.383,81.506,91.483,94.099,92.394,99.119,98.324,99.464,94.26,93.305,92.107,95.312,99.937,99.626,103.061,90.81,107.624,90.839,100.76,102.712,96.133,99.516,100.092,96.744,92.715,93.982,92.06
2\1\1998,91.028,88.982,78.327,90.664,90.663,87.345,83.53,81.295,91.556,78.055,89.902,88.243,76.644,92.305,95.359,90.741,90.376,89.258,88.619,90.966,96.096,95.61,105.245,93.578,94.598,99.328,99.105,102.22,92.138,105.898,91.102,99.768,96.72,92.953,94.266,92.274,96.037,95.773,95.713,96.099,108.522,103.386,117.008,108.166,96.096,95.61,105.245,99.304,114.324,103.022,93.578,95.258,103.3,74.806,92.189,94.598,93.086,98.162,95.72,99.552,94.968,93.977,92.853,95.872,99.328,99.105,102.22,92.138,105.898,91.102,99.768,101.491,95.68,96.72,97.189,94.461,92.953,94.266,92.274
5\1\1998,91.63,90.395,81.947,91.78,91.68,85.955,86.035,83.804,95.138,80.236,92.391,87.296,78.747,94.177,97.77,92.333,91.683,90.252,90.295,91.541,96.284,95.771,104.524,93.521,95.04,99.035,98.834,101.591,93.157,104.615,91.723,99.225,95.664,93.231,94.431,92.612,96.232,95.881,95.828,96.288,108.721,104.523,117.498,109.331,96.284,95.771,104.524,98.753,113.169,102.673,93.521,95.577,102.739,71.559,92.97,95.04,93.894,98.4,95.565,100.035,94.961,94.775,93.361,95.679,99.035,98.834,101.591,93.157,104.615,91.723,99.225,100.714,95.686,95.664,95.745,95.348,93.231,94.431,92.612
8\1\1998,92.685,91.487,84.228,92.426,92.701,87.919,87.262,84.605,94.345,81.522,94.907,86.925,79.746,95.029,96.938,94.053,92.602,91.456,91.37,92.454,96.62,96.088,103.773,93.973,95.503,98.915,98.769,101.133,93.926,103.676,92.635,98.461,94.515,93.628,94.555,93.154,96.579,96.141,96.099,96.623,109.994,105.729,117.715,109.893,96.62,96.088,103.773,99.203,110.565,102.297,93.973,96.031,103.404,71.312,93.567,95.503,94.658,98.085,94.56,100.157,95.598,95.245,93.73,96.099,98.915,98.769,101.133,93.926,103.676,92.635,98.461,99.628,95.675,94.515,94.337,95.498,93.628,94.555,93.154
11\1\1998,94.093,92.721,89.226,93.747,92.998,90.065,89.8,87.224,95.037,84.736,97.186,90.191,82.061,95.906,97.814,94.929,94.075,92.791,92.766,93.905,96.901,96.443,103.067,94.213,96.133,98.863,98.736,100.739,94.674,102.845,93.499,98.165,94.513,94.066,94.794,93.697,96.865,96.444,96.407,96.899,110.635,105.851,119.335,109.884,96.901,96.443,103.067,99.365,108.464,101.95,94.213,96.607,102.383,69.816,94.553,96.133,95.5,97.952,93.913,100.335,96.06,95.699,94.449,97.05,98.863,98.736,100.739,94.674,102.845,93.499,98.165,99.052,96.044,94.513,94.057,96.895,94.066,94.794,93.697
2\1\1999,94.892,93.648,88.891,94.967,94.083,92.577,91.189,88.792,93.238,87.352,98.024,89.406,84.174,96.55,97.248,96.195,94.664,93.95,93.724,94.834,97.274,96.687,102.292,94.566,96.535,99.036,98.922,100.632,95.302,102.476,94.415,97.956,94.023,94.803,96.055,94.162,97.244,96.761,96.728,97.276,111.847,107.43,119.333,110.939,97.274,96.687,102.292,99.159,106.988,101.071,94.566,97.078,101.012,67.64,96.62,96.535,95.967,98.004,94.039,100.35,96.574,96.303,95.129,97.18,99.036,98.922,100.632,95.302,102.476,94.415,97.956,98.71,96.154,94.023,93.481,96.88,94.803,96.055,94.162
5\1\1999,95.677,95.108,93.085,95.925,95.155,92.646,93.426,91.499,93.915,90.702,98.869,90.419,87.17,97.136,97.67,96.865,95.832,95.024,95.169,95.67,97.701,97.319,101.833,95.801,97.094,99.003,98.925,100.235,95.88,101.732,95.442,98.145,95.268,95.639,96.583,95.157,97.679,97.317,97.294,97.702,112.038,107.027,120.218,111.129,97.701,97.319,101.833,99.143,105.518,101.405,95.801,97.446,101.616,75.683,97.105,97.094,96.633,97.798,94.04,100.01,97.364,96.835,96.108,97.782,99.003,98.925,100.235,95.88,101.732,95.442,98.145,98.627,96.967,95.268,94.666,98.448,95.639,96.583,95.157
8\1\1999,96.794,96.103,95.066,96.223,96.269,94.923,95.212,93.697,93.179,93.848,99.452,92.807,90.21,98.343,99.642,97.679,96.855,96.276,96.333,96.721,98.022,97.855,101.455,96.751,97.62,98.855,98.79,99.737,96.513,100.844,96.253,98.345,96.634,96.475,97.12,96.146,98.005,97.79,97.772,98.022,112.781,107.13,121.041,111.311,98.022,97.855,101.455,99.871,103.916,100.545,96.751,97.876,101.101,81.756,97.859,97.62,97.223,97.979,94.723,99.873,97.785,97.459,96.84,98.244,98.855,98.79,99.737,96.513,100.844,96.253,98.345,98.801,97.227,96.634,96.103,99.459,96.475,97.12,96.146
11\1\1999,98.514,97.291,95.725,98.383,97.103,98.442,95.707,93.931,94.144,93.846,100.672,95.243,92.011,99.92,101.926,98.896,98.041,97.93,97.471,98.524,98.475,98.438,100.923,97.575,98.322,98.993,98.916,99.625,97.331,100.413,97.01,98.807,97.914,97.397,97.777,97.205,98.459,98.356,98.339,98.476,114.624,108.544,121.391,111.667,98.475,98.438,100.923,100.056,102.293,100.343,97.575,98.443,101.424,85.881,98.185,98.322,97.856,98.59,95.476,100.384,98.389,98.147,97.61,99.087,98.993,98.916,99.625,97.331,100.413,97.01,98.807,99.331,97.528,97.914,97.573,99.735,97.397,97.777,97.205
2\1\2000,98.764,98.841,101.097,98.458,98.53,96.691,98.339,97.126,95.744,97.587,101.689,96.77,95.643,99.169,98.169,99.679,99.061,98.529,98.813,98.712,99.292,99.296,100.471,98.816,99.276,99.496,99.481,99.772,98.482,100.212,98.683,99.461,99.321,98.97,99.489,98.707,99.288,99.275,99.271,99.287,114.197,111.321,121.882,116.115,99.292,99.296,100.471,99.753,101.51,100.188,98.816,98.997,100.537,95.494,98.715,99.276,98.803,98.858,96.102,100.398,98.952,98.762,98.678,100.784,99.496,99.481,99.772,98.482,100.212,98.683,99.461,99.642,99.01,99.321,99.182,100.054,98.97,99.489,98.707
5\1\2000,100.315,99.465,98.609,99.835,99.474,103.06,100.6,100.526,99.785,100.778,100.786,99.608,99.371,100.517,102.139,99.696,99.876,100.255,99.832,100.298,99.78,99.777,100.337,99.717,99.685,99.788,99.788,99.841,99.366,100.005,99.635,99.989,99.487,99.395,99.223,99.483,99.779,99.714,99.714,99.775,116.414,110.764,121.905,114.376,99.78,99.777,100.337,100.206,100.677,99.983,99.717,99.626,99.912,99.186,99.947,99.685,99.562,99.208,97.818,99.99,99.681,99.524,99.441,100.253,99.788,99.788,99.841,99.366,100.005,99.635,99.989,100.032,99.876,99.487,99.474,99.554,99.395,99.223,99.483
8\1\2000,100.2,100.424,100.056,100.398,100.521,100.411,100.443,101.066,102.088,100.723,98.718,102.163,102.7,99.995,99.97,100.007,100.204,100.35,100.355,100.121,100.241,100.239,99.715,100.562,100.194,100.253,100.252,100.191,100.455,100.102,100.418,100.223,100.506,100.486,100.449,100.504,100.241,100.283,100.283,100.245,116.122,111.903,121.931,116.891,100.241,100.239,99.715,99.838,99.595,99.647,100.562,100.458,99.717,102.463,100.542,100.194,100.376,100.319,101.33,99.758,100.33,100.478,100.647,99.467,100.253,100.252,100.191,100.455,100.102,100.418,100.223,100.118,100.486,100.506,100.57,100.164,100.486,100.449,100.504
11\1\2000,100.721,101.27,100.238,101.309,101.475,99.838,100.619,101.282,102.383,100.912,98.807,101.458,102.286,100.318,99.722,100.618,100.859,100.866,101,100.87,100.687,100.687,99.477,100.905,100.845,100.463,100.479,100.195,101.697,99.681,101.263,100.327,100.686,101.149,100.838,101.306,100.691,100.727,100.732,100.693,117.389,111.763,121.403,116.43,100.687,100.687,99.477,100.203,98.217,100.183,100.905,100.918,99.835,102.857,100.797,100.845,101.259,101.616,104.75,99.854,101.037,101.236,101.234,99.496,100.463,100.479,100.195,101.697,99.681,101.263,100.327,100.208,100.628,100.686,100.773,100.227,101.149,100.838,101.306
2\1\2001,100.597,101.687,101.877,101.438,101.758,96.245,99.953,100.192,100.191,100.21,99.342,100.083,101.33,101.628,101.679,101.601,101.257,100.753,101.389,100.585,101.507,101.502,99.137,101.256,102.149,100.454,100.41,99.605,103.196,98.376,102.628,100.345,99.926,101.929,101.309,102.245,101.503,101.403,101.398,101.51,117.199,112.532,121.219,118.499,101.507,101.502,99.137,100.722,96.407,100.646,101.256,101.781,99.746,100.541,101.483,102.149,102.212,105.223,113.872,100.233,101.541,102.48,102.094,100.657,100.454,100.41,99.605,103.196,98.376,102.628,100.345,100.174,100.779,99.926,99.803,100.61,101.929,101.309,102.245
5\1\2001,100.906,101.942,101.802,101.409,102.218,94.35,97.709,96.6,99.168,95.683,100.714,96.748,97.972,103.567,103.91,103.394,101.519,100.93,101.521,100.953,102.29,102.146,98.369,102.121,102.997,100.839,100.856,99.743,104.835,97.996,103.889,100.017,98.416,102.384,101.587,102.789,102.296,101.974,101.978,102.286,118.784,112.414,119.928,117.582,102.29,102.146,98.369,100.58,94.639,100.374,102.121,102.524,98.435,105.423,102.34,102.997,103.344,105.189,113.377,100.527,101.582,103.329,103.087,101.771,100.839,100.856,99.743,104.835,97.996,103.889,100.017,99.781,100.61,98.416,98.112,100.051,102.384,101.587,102.789
8\1\2001,100.551,102.391,102.576,102.018,102.519,91.768,96.603,94.908,100.621,92.82,101.166,92.009,95.345,103.164,103.92,102.784,101.428,100.722,101.569,100.323,102.69,102.291,97.669,101.895,103.512,101.355,101.399,99.818,106.512,97.497,105.639,99.512,97.089,102.792,102.143,103.121,102.7,102.223,102.232,102.685,119.27,112.707,118.537,117.693,102.69,102.291,97.669,100.24,93.251,100.21,101.895,103.435,97.372,97.192,103.402,103.512,104.429,104.763,111.098,101.177,101.691,103.954,103.779,102.009,101.355,101.399,99.818,106.512,97.497,105.639,99.512,99.133,100.448,97.089,96.467,100.342,102.792,102.143,103.121
