Date,IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,PMP,UTL11,CES275,CES277,CES278,CES275R,CES277R,CES278 R,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES151,CES155,HSBR,HSFR,HSNE,HSMW,HSSOU,HSWST,FYFF,FYGM3,FYGM6,FYGT1,FYGT5,FYGT10,FYAAAC,FYBAAC,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,FMRNBA,BUSLOANS,CCINRV,PI071,PI072,PI073,PI074,CPIAUCSL,CPILFESL,PCEPILFE,PWFSA,PWFCSA,PWIMSA,PWCMSA,PWCMSAR,PSCCOM,PSCCOMR,PW561,PW561R,PMCP,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ
10\1\1971,42.0951,41.3691,40.6291,52.7511,38.1493,59.6906,20.5458,42.0035,25.0902,61.5509,38.3471,50.9528,68.2791,60.8,78.8549,3.85,5.29,3.5,13.82902299,19.00143678,12.57183908,58527,21604,540.3,3867,17126,10189,6937,50038,14376,3446.3,7728,3690,13115,55,0.823,79918,76513,5.8,12.6,2222,1546,1268,677,591,39.6,2.9,2026,2128,236,462,916,514,5.2,4.46,4.6,4.91,5.93,5.93,7.39,8.48,0.14,0.45,1.47,1.46,2.55,227.2,515.4,698.4,68603,15211,14854,118.3,135613.2,27.84,51.681,30.655,22.658,40.9,43.1,28.795,40.7,40.4,37.1,36.4,126.4108352,106.7,370.5504428,15.6,54.17607223,51.7,103.76,3.975037,331.1039,249.06,1.004652,97.29,107.28,3.16,18.24,872.1499,77.6,55,61.4,50.9,38.1,76.222,18.117
11\1\1971,42.2738,41.6091,40.8474,53.1708,38.5296,60.115,20.6396,42.0744,24.9841,61.5239,38.4887,49.8723,68.4351,56.1,78.9472,3.85,5.3,3.49,13.80076711,18.99845862,12.51030577,58696,21684,544.5,3903,17166,10215,6951,50160,14401,3456.5,7729.3,3704,13148,56,0.804,80297,76887,6,12,2304,1629,1277,696,581,39.9,2.9,2079,2182,303,466,931,482,4.91,4.22,4.38,4.67,5.78,5.81,7.26,8.38,0.16,0.45,1.59,1.45,2.57,227.8,518,704.6,68894,15247,14864,118.5,137329,27.897,51.72,30.69,22.732,41,43.2,28.86,40.8,40.6,37.2,37,128.2051282,105.8,366.5973666,15.6,54.05405405,53.9,103.53,3.983429,328.7527,249.33,1.003946,92.78,102.21,3.31,17.46,822.1101,77.2,52.3,55.4,50.9,41.6,77.932,19.019
12\1\1971,42.7618,41.8453,41.0201,53.5288,38.7003,60.5815,20.7553,42.9399,25.2604,62.2905,38.8461,49.3766,69.7913,63.9,79.4801,3.89,5.32,3.55,13.88888889,18.99457298,12.67495001,58918,21741,604,3867,17202,10249,6953,50367,14483,3467,7787.1,3716,13190,56,0.806,80471,77100,6,11.5,2320,1518,1283,700,583,39.7,3,2133,2295,320,477,981,517,4.14,4.01,4.23,4.6,5.69,5.93,7.25,8.38,0.22,0.59,1.92,1.32,2.45,228.3,520.6,710.3,69108,15230,15104,118,138684.8,28.008,51.904,30.821,22.82,41.1,43.3,28.956,41.1,40.9,37.4,37.2,128.4707833,106.7,368.4901229,15.6,53.87484459,65.1,104.19,3.903963,320.0102,252.66,0.9993304,99.17,109.67,3.1,18.31,869.8999,81.8,57.6,63.5,53.3,47.7,80.14,19.734
1\1\1972,43.7766,42.6424,41.7663,54.3343,39.8385,61.123,21.386,44.2772,26.3466,63.7953,39.831,49.4243,70.3333,65.6,81.2745,3.93,5.39,3.57,13.97383018,19.16512587,12.69378467,59179,21865,602.5,3912,17283,10321,6962,50580,14545,3490.3,7891.7,3723,13266,59,0.871,80959,77593,5.8,12.1,2324,1489,1257,664,593,39.7,3,2238,2494,386,445,1034,629,3.5,3.38,3.66,4.28,5.59,5.95,7.19,8.23,0.28,0.9,2.57,1.24,2.28,230.1,524.7,717.7,69853,15369,15347,118.9,139568.5,28.124,52.165,30.936,22.918,41.2,43.5,29.083,41,40.7,37.5,37.8,129.9728364,110.3,379.2593611,15.4,52.9518963,79.3,100.56,3.892111,312.715,257.05,1.005925,103.3,114.12,2.96,19.03,904.6499,86.3,59.6,64.8,55.2,48.4,80.974,18.44
2\1\1972,44.171,43.0016,42.0631,54.6176,40.0147,61.4685,21.6782,44.7142,26.6942,64.0298,40.1086,52.5507,72.0703,67.7,81.6447,3.96,5.42,3.61,14.02415271,19.19467366,12.78464426,59354,21915,598.5,3888,17361,10383,6978,50737,14599,3498.9,7924.4,3730,13298,60,0.903,81108,77750,5.7,12.4,2111,1470,1292,641,651,39.9,3.2,2169,2390,276,467,1083,564,3.29,3.2,3.63,4.27,5.69,6.08,7.27,8.23,0.43,1.07,2.88,1.19,2.15,232.3,529.5,725.7,70368,15363,15331,120.1,140830.7,28.237,52.214,31.1,23.007,41.4,43.6,29.168,41.3,40.9,37.7,38.1,130.6226001,112.4,385.3538124,15.4,52.7975864,74.1,99.44,3.862495,305.1665,260.37,1.004742,105.24,116.86,2.92,19.4,914.3701,90.9,60.6,66,52.6,51.7,82.158,20.064
3\1\1972,44.4998,43.2274,42.2211,54.6465,39.7517,61.7143,21.9488,45.1737,27.019,64.6252,40.4046,53.0368,72.3149,63.5,82.0366,3.99,5.45,3.63,14.10891089,19.27157001,12.83592645,59616,22036,601.5,3921,17447,10449,6998,50909,14658,3518.8,7946.6,3740,13329,62,0.912,81573,78135,5.8,12.3,2303,1418,1232,600,632,39.9,3.2,2105,2334,307,409,1012,606,3.83,3.73,4.12,4.67,5.87,6.07,7.24,8.24,0.39,0.94,2.34,1.17,2.17,234.3,533.8,733.5,70820,15480,15382,121.5,142535.8,28.28,52.301,31.104,23.068,41.4,43.6,29.227,41.3,40.9,37.8,38.1,130.3589147,114.4,391.4188935,15.4,52.69100489,73.9,98.82,3.850004,302.5352,261.81,0.9984823,107.69,119.73,2.86,19.41,939.23,88,59.8,64.6,57.1,51.5,81.73,20.678
4\1\1972,44.9484,43.6853,42.7699,55.2744,40.9069,61.9134,22.3182,45.6055,27.3941,64.8858,40.8546,52.5497,71.4732,62.6,82.7246,4,5.49,3.65,14.120305,19.38011861,12.88477831,59805,22099,595.3,3931,17508,10497,7011,51064,14691,3529.9,7972.6,3753,13358,62,0.927,81655,78273,5.7,12.4,2229,1500,1203,530,673,39.9,3.5,2139,2249,281,433,1070,465,4.17,3.71,4.23,4.96,6.17,6.19,7.3,8.24,0.52,1.25,2.48,1.11,2.05,235.6,536.7,738.4,71031,15651,15534,123.1,143894,28.328,52.479,31.126,23.116,41.5,43.8,29.295,41.3,40.9,37.9,38.7,132.1044547,115.6,394.6065882,15.4,52.56869773,73.4,98.93,3.858025,303.5546,261.02,0.9957184,108.81,121.34,2.83,19.08,958.1599,85.1,59.3,63,55,52.3,82.298,19.993
5\1\1972,44.9582,43.6261,42.6237,55.0337,40.5464,61.781,22.3495,45.7079,27.6149,65.0983,40.9281,51.7396,71.7474,65.7,82.6493,4.03,5.52,3.67,14.19613921,19.44483585,12.92799775,60051,22222,598.6,3957,17602,10568,7034,51245,14718,3541,7989.3,3765,13416,64,0.964,81887,78475,5.7,12.3,2192,1534,1168,588,580,39.8,3.4,2067,2221,297,481,997,446,4.27,3.69,4.12,4.64,5.85,6.13,7.3,8.23,0.43,0.95,2.44,1.17,2.1,235.9,538.6,743.4,71525,15739,15628,124.4,145621.2,28.388,52.526,31.189,23.175,41.6,43.9,29.355,41.5,41.1,38,39.3,133.8783853,119.2,406.0637029,15.4,52.46125021,71.4,98.75,3.860557,304.3769,261.24,0.9889241,107.65,120.16,2.88,18.66,948.22,82.2,61.4,66.9,56.1,53.1,82.728,22.129
6\1\1972,45.1018,43.8194,42.7332,55.0694,40.583,61.817,22.5029,45.7881,27.6322,65.4713,41.1071,50.2614,70.6852,62.2,82.7856,4.03,5.5,3.68,14.17267452,19.34235977,12.94179708,60355,22282,600,3969,17641,10592,7049,51478,14779,3550.1,8019.4,3791,13405,64,0.964,82083,78681,5.7,12.4,2279,1489,1141,591,550,40,3.4,2183,2254,288,439,992,535,4.46,3.91,4.35,4.93,5.91,6.11,7.23,8.2,0.44,1.02,2.2,1.12,2.09,236.6,541.6,749.7,71817,15909,15809,125.1,147367.3,28.435,52.566,31.202,23.244,41.7,44,29.416,41.7,41.4,38,39.4,133.9407125,119.1,404.881697,15.4,52.35246125,70.2,98.51,3.799392,302.3889,256.91,0.9795087,108.01,120.84,2.87,18.58,943.4299,85.2,58.6,62.1,57.7,49.6,84.235,19.182
7\1\1972,45.1069,44.0721,43.0027,55.5029,41.4641,61.8973,22.5712,45.4785,27.473,65.0211,41.1502,50.4262,71.6791,65.3,82.648,4.04,5.52,3.69,14.15705926,19.34330869,12.93058135,60227,22162,596.7,3939,17556,10521,7035,51547,14783,3544.2,8032.3,3790,13482,66,0.996,82230,78769,5.6,11.8,2248,1515,1154,635,519,39.9,3.4,2195,2252,325,441,1011,476,4.55,3.98,4.5,4.96,5.97,6.11,7.21,8.23,0.52,0.98,2.13,1.1,2.12,238.8,546.5,759.5,72173,15835,15597,126.3,148321.9,28.537,52.663,31.327,23.333,41.8,44.1,29.503,41.8,41.6,38.1,40,135.5794326,119.8,406.0604006,15.4,52.19808155,70.6,98.86,3.764918,301.0325,244.47,0.9839614,107.21,119.98,2.9,18.45,925.9199,88.3,60.1,64.7,61.7,46.7,81.933,22.228
8\1\1972,45.6943,44.5856,43.5149,56.0944,41.8148,62.626,23.0113,46.1502,28.0294,65.4611,41.6673,51.1668,72.093,63.2,83.4553,4.08,5.55,3.73,14.25476906,19.3906785,13.03193348,60607,22400,605.8,3983,17741,10699,7042,51737,14831,3557.5,8066.4,3801,13530,68,1.021,82578,78975,5.6,11.8,2285,1541,1156,619,537,40,3.4,2263,2382,349,461,1029,543,4.8,4.02,4.55,4.98,6.02,6.21,7.19,8.19,0.53,0.96,2.19,0.98,1.98,240.9,552.1,768.7,72623,16010,15623,127.6,149806.2,28.622,52.784,31.409,23.413,41.9,44.3,29.563,42,41.7,38.2,40.3,136.3190475,121,409.295403,15.6,52.76866353,70.1,98.92,3.780861,301.1685,245.02,0.9824244,111.01,124.35,2.8,19.09,958.3401,91.3,61.7,65.1,62.9,55.5,86.434,21.268
9\1\1972,46.0421,44.8264,43.7951,56.3448,42.2438,62.7326,23.2074,46.6288,28.3874,65.8329,41.9916,51.6119,73.1637,68.3,83.8662,4.11,5.59,3.75,14.29465776,19.44212577,13.04257095,60693,22456,611.5,4000,17774,10722,7052,51812,14848,3565.7,8073.1,3810,13575,69,1.055,82543,78975,5.5,12.1,2353,1390,1131,583,548,40,3.6,2393,2481,351,472,1139,520,4.87,4.66,5.13,5.52,6.25,6.55,7.22,8.09,0.47,0.86,1.89,0.67,1.54,243.2,557.4,778.3,72984,16000,15459,128.8,151245.5,28.752,52.909,31.63,23.485,42.1,44.3,29.661,42.2,42,38.5,40.5,136.5429352,122.7,413.6745221,15.6,52.59431577,67.8,99.04,3.787448,301.1232,244.1,0.9829942,109.39,122.33,2.83,18.46,950.5801,90.1,65.1,69.3,65.5,56.8,88.788,23.135
10\1\1972,46.6581,45.5456,44.4969,57.2051,43.2196,63.4541,23.6518,47.1003,28.855,66.6504,42.6008,53.7655,73.6476,66.9,84.8343,4.14,5.64,3.78,14.38149165,19.59217702,13.13092715,61066,22613,611.3,4038,17893,10819,7074,52059,14920,3575.2,8124.5,3821,13606,72,1.095,82616,78982,5.6,11.7,2351,1472,1123,601,522,40.1,3.6,2354,2485,373,473,1135,505,5.04,4.74,5.13,5.52,6.18,6.48,7.21,8.06,0.39,0.78,1.74,0.73,1.58,245,561.6,786.9,73644,16193,15637,130.4,152835,28.787,52.537,31.71,23.548,42.2,44.4,29.678,42,41.9,38.7,40.9,137.8125211,124.5,419.5026619,15.6,52.56418896,72,99.35,3.797661,301.0144,239.48,0.982743,109.56,122.39,2.82,18.36,944.1001,89,67,70.8,73,63,88.841,22.367
11\1\1972,47.2098,45.9754,44.9904,57.6244,44.2118,63.436,24.0592,47.7962,29.3966,67.2832,43.1427,54.3531,71.8503,72.7,85.6556,4.15,5.68,3.79,14.37328992,19.67235826,13.12645032,61322,22688,608.9,4002,18005,10912,7093,52277,14993,3589.9,8170.1,3832,13643,73,1.176,82990,79473,5.3,11.4,2191,1386,1040,570,470,40,3.7,2234,2421,335,418,1121,547,5.06,4.78,5.09,5.27,6.12,6.28,7.12,7.99,0.31,0.49,1.5,0.84,1.71,246.4,565.5,793.9,74370,16441,15833,132.6,154699.8,28.873,52.559,31.818,23.628,42.4,44.4,29.751,42.3,42.1,39,42,141.1717253,126.2,424.1874223,15.6,52.43521226,74.5,99.46,3.795643,300.9872,235.05,0.9873715,115.05,128.29,2.73,19.23,1001.19,87.8,69.9,73,74.5,63.4,90.874,22.874
12\1\1972,47.7324,46.3006,45.3998,58.1035,45.0989,63.5933,24.3001,48.559,30.1549,67.7765,43.7113,53.6259,71.0313,71.8,86.5186,4.18,5.75,3.83,14.42971555,19.84948909,13.22148578,61586,22772,604.7,3937,18158,11036,7122,52498,15071,3605.1,8224.1,3842,13684,80,1.305,83400,79804,5.2,11.4,2003,1460,1006,551,455,39.7,3.7,2419,2366,395,345,1095,531,5.33,5.07,5.3,5.52,6.16,6.36,7.08,7.93,0.23,0.45,1.29,0.72,1.57,249.2,570.7,802.3,75167,16645,15595,133.6,156809.9,28.968,52.668,31.924,23.715,42.5,44.6,29.848,42.7,42.6,39.6,43.8,146.7435004,130.8,438.2203163,15.6,52.26480836,78,99.97,3.769886,301.2411,234.48,0.9967506,117.5,131.08,2.7,19.11,1020.32,83,70.5,71.9,80.7,62.5,93.5,23.302
1\1\1973,48.0379,46.5104,45.54,57.9592,44.9047,63.4955,24.6413,48.9784,30.6706,67.7311,43.9944,54.1732,70.4934,71.1,86.8106,4.23,5.85,3.86,14.55609085,20.13076394,13.28286304,61930,22955,601.2,4004,18276,11130,7146,52665,15128,3621.3,8255.3,3852,13690,82,1.405,83161,79705,4.9,11,2035,1344,947,537,410,39.7,3.8,2271,2481,325,590,1072,494,5.94,5.41,5.62,5.89,6.34,6.46,7.15,7.9,0.21,0.48,1.05,0.69,1.44,251.5,574.1,810.3,75925,16708,15548,136.8,159913.8,29.06,52.69,32.128,23.742,42.7,44.6,29.868,43,43,39.8,45,150.6629168,134.4,449.9799116,15.6,52.22981117,82.9,99.92,3.728561,301.7866,235.62,0.9992905,118.42,132.55,2.69,19.23,1026.82,78.1,72.1,73.8,83.7,61,95.582,23.481
2\1\1973,48.7708,47.2181,46.265,58.7001,45.7178,64.1389,25.2586,49.7275,31.2769,68.7885,44.7467,53.6348,69.2428,68.5,88.0171,4.22,5.77,3.87,14.44710716,19.75350907,13.24888737,62306,23160,604,4071,18410,11239,7171,52857,15188,3645.7,8280.8,3874,13711,82,1.365,83912,80497,5,10.5,2259,1263,894,522,372,40.1,3.9,2226,2289,313,534,1004,438,6.58,5.6,5.83,6.19,6.6,6.64,7.22,7.97,0.23,0.59,1.04,0.58,1.33,252.2,575.2,814.1,76160,16714,15120,142.3,162096.1,29.21,52.852,32.39,23.817,43,44.8,29.952,43.5,43.5,40.4,47.1,157.2516026,143,477.4305556,15.6,52.08333333,87.8,95.65,3.409943,277.4618,242.75,0.9956193,114.16,127.87,2.8,18.53,974.04,73.3,69.6,69,85.2,63.6,97.292,24.873
3\1\1973,48.7774,47.3524,46.4019,58.8463,45.7923,64.328,25.4057,49.5703,31.3218,68.5056,44.8032,54.3671,67.9554,67.7,87.8459,4.24,5.79,3.88,14.41196465,19.68048946,13.18830727,62541,23262,603.6,4089,18493,11306,7187,53024,15235,3650,8306.8,3888,13745,82,1.383,84452,80983,4.9,10.6,2136,1340,889,501,388,40.2,3.8,2062,2365,319,458,1174,414,7.09,6.09,6.51,6.85,6.8,6.71,7.29,8.03,0.42,0.76,0.62,0.58,1.32,251.7,575.2,815.3,76663,16923,15099,146.5,164253.3,29.42,52.957,32.797,23.917,43.4,45,30.074,44.4,44.7,41.1,49.3,163.9289752,149.9,498.4371883,15.7,52.20456208,90,92.63,3.217089,261.8487,247.24,0.9966811,112.42,126.05,2.83,17.5,957.3501,71.3,69.6,68.8,87.5,61.9,97.303,25.33
4\1\1973,48.6959,47.1387,46.1546,58.2405,45.0776,63.8387,25.6011,49.6576,31.3644,68.543,44.729,52.8707,67.8389,65.6,87.417,4.27,5.81,3.91,14.40523581,19.60056676,13.19074286,62679,23316,603.8,4106,18530,11340,7190,53140,15267,3659.2,8323.7,3897,13777,81,1.347,84559,81152,5,10,2260,1474,809,469,340,40.1,4,1908,2084,305,432,831,516,7.12,6.26,6.52,6.85,6.67,6.67,7.26,8.09,0.26,0.59,0.41,0.59,1.42,252.7,576.5,819.7,76962,16731,15020,149.2,165937.8,29.642,53.136,33.132,24.074,43.7,45.1,30.246,44.7,45,41.3,50.1,165.6417378,152.9,505.5213913,16,52.89955697,88.3,93.05,3.240546,265.4914,248.37,1.000721,110.27,123.56,2.9,17.11,944.1001,69.3,67.7,65.9,86.7,59.2,94.018,26.265
5\1\1973,49.0363,47.4863,46.5084,58.6123,44.978,64.5197,25.9473,49.9803,31.634,68.8104,45.0355,53.9811,68.0114,59.2,87.728,4.29,5.82,3.93,14.4032231,19.54003693,13.19456102,62829,23382,605.3,4137,18564,11384,7180,53264,15304,3667.5,8351.3,3909,13817,82,1.404,84648,81272,4.9,10.1,2223,1320,816,467,349,40.1,3.8,1931,2266,287,530,961,488,7.84,6.36,6.62,6.89,6.8,6.85,7.29,8.06,0.26,0.53,0.49,0.44,1.21,254.9,580,826.8,77393,16672,14829,151.7,168084.3,29.785,53.248,33.368,24.162,43.9,45.3,30.34,45,45.3,42.2,52.5,173.0388926,161.1,530.9822017,16.6,54.71324984,89.3,92.33,3.171482,264.6483,253.05,1.000841,107.22,119.95,3.01,16.44,922.4099,67.3,64.8,63.5,86.6,59.2,94.575,25.717
6\1\1973,49.0838,47.4985,46.4932,58.2191,44.9031,63.9288,26.2354,50.0702,31.8636,68.2193,45.0339,54.5253,68.4318,62.7,87.4339,4.32,5.86,3.95,14.42115102,19.5620243,13.18600614,63014,23485,611.7,4193,18606,11425,7181,53401,15341,3685.4,8370.6,3918,13872,82,1.393,85185,81676,4.9,9.6,2322,1248,779,454,325,40.1,3.8,2051,2067,307,452,889,419,8.49,7.19,7.23,7.31,6.69,6.9,7.37,8.13,0.04,0.12,-0.29,0.47,1.23,256.7,583.3,833.3,77842,16746,14895,154.8,170082.2,29.956,53.31,33.63,24.292,44.2,45.4,30.467,45.5,45.9,43,55,180.523189,171.2,561.9194538,17.1,56.12630059,87.6,90.4,3.052783,264.4943,257.62,0.9984026,104.75,117.2,3.06,15.42,893.8999,65.9,65,61,85.6,62.5,93.573,25.251
7\1\1973,49.2984,47.7001,46.6676,58.1209,44.8814,63.7843,26.5773,50.2947,32.1303,68.2805,45.244,54.7812,67.3517,50.4,87.5517,4.35,5.87,3.98,14.46817003,19.52371449,13.23754407,63046,23522,617,4232,18598,11438,7160,53389,15350,3693.7,8367.9,3929,13865,84,1.447,85299,81759,4.8,9.6,2271,1314,756,474,282,40.1,3.8,1819,2123,252,457,1007,407,10.4,8.01,8.12,8.39,7.33,7.13,7.45,8.24,0.11,0.38,-0.88,0.32,1.11,257.5,584.9,836.5,78531,16988,15035,157.4,171787.5,30.066,53.424,33.704,24.425,44.2,45.5,30.596,45.4,45.7,42.3,52.5,171.5910577,181.9,594.5221598,17.2,56.21649889,69.6,88.38,2.822626,264.5433,253.75,0.9995102,105.83,118.65,3.04,15.53,903.6101,64.4,57.8,49.2,85.2,64,92.765,26.6
8\1\1973,49.2056,47.5318,46.4431,57.5727,43.5023,63.8486,26.69,50.2966,32.0231,68.2995,45.1104,55.2723,67.4749,59,87.0061,4.36,5.87,4,14.33597475,19.30095683,13.15227041,63262,23559,622.7,4233,18629,11471,7158,53607,15390,3710.4,8381.3,3939,13904,82,1.412,85204,81779,4.8,9.8,2290,1260,788,454,334,40,3.7,1809,2051,269,450,874,458,10.5,8.67,8.65,8.82,7.63,7.4,7.68,8.53,-0.02,0.15,-1.27,0.28,1.13,257.7,583.7,838.8,78781,16796,14631,160.3,173525.8,30.413,53.503,34.425,24.57,45,45.7,30.729,47,47.7,43.5,64.1,208.5977415,207.8,676.2341762,17.2,55.97318494,86.1,89.84,2.971238,265.2238,247.57,1.003966,103.8,116.75,3.16,15.11,883.73,63,62.7,59.1,86.7,62.1,92.177,26.923
9\1\1973,49.6466,48.1075,47.1849,58.5471,45.0204,64.3879,27.1406,50.5597,32.2288,68.4651,45.5098,57.0205,67.8317,58.2,87.4898,4.4,5.95,4.03,14.41063767,19.4871123,13.19883405,63389,23548,625.7,4237,18609,11462,7147,53733,15416,3711.9,8400.3,3946,13892,81,1.38,85488,82146,4.8,9.4,2211,1346,785,490,295,40,3.8,1704,1874,272,430,774,398,10.78,8.29,8.45,8.31,7.05,7.09,7.63,8.63,0.16,0.02,-1.2,0.54,1.54,257.9,582.9,839.3,79316,16735,14883,160.5,174412,30.533,53.536,34.539,24.708,45.2,46,30.853,46.9,47.5,43,60.9,197.3876122,194.9,631.7051826,18.2,58.98940135,92.1,90.01,3.016955,265.4773,241.83,1.008258,105.61,118.52,3.13,14.58,909.98,64.4,63.5,60,90.1,62.3,91.577,26.61
10\1\1973,49.9833,48.4226,47.5087,58.7181,44.6751,64.906,27.4874,50.9142,32.4375,69.0647,45.8764,55.7872,70.2991,58.4,87.9093,4.42,5.98,4.05,14.39317464,19.47311863,13.18831613,63628,23641,630.1,4232,18702,11525,7177,53964,15483,3727.6,8442.5,3947,13977,82,1.467,85987,82563,4.6,10.2,2063,1321,793,457,336,40,3.7,1411,1677,236,373,726,342,10.01,7.22,7.32,7.4,6.77,6.79,7.6,8.41,0.1,0.18,-0.43,0.81,1.62,259,584.5,842.6,80173,16924,15448,161.1,176288.4,30.709,53.546,34.867,24.81,45.6,46.3,30.949,46.8,47.4,43.4,58.5,189.0206469,192,620.3754564,18.2,58.80642347,92.9,89.61,3.028559,266.3329,242.92,1.001091,109.84,123.42,3.05,15.1,967.6201,65.7,66.2,65.4,88.7,66.5,93.112,28.758
11\1\1973,50.2244,48.5709,47.6668,58.9065,44.6602,65.2238,27.6351,51.261,32.7544,69.9983,46.2132,55.0757,69.3937,62,88.2714,4.45,6.01,4.07,14.37431359,19.4133988,13.14684411,63874,23719,636.3,4232,18773,11582,7191,54190,15532,3738.4,8481.6,3963,14035,82,1.383,86320,82727,4.8,9.9,2288,1256,832,482,350,40.2,3.8,1402,1724,256,322,765,381,10.03,7.83,7.96,7.57,6.92,6.73,7.67,8.42,0.13,-0.26,-1.1,0.94,1.69,261,586.9,848.9,80479,16978,15585,161.7,177946.5,30.958,53.671,35.338,24.935,45.9,46.5,31.077,47.2,47.9,43.8,59,189.8510152,192.1,618.1420343,19,61.13846253,97.6,92.35,3.164156,278.2338,238.7,0.9990808,102.03,114.64,3.36,13.46,878.98,67.1,68.1,65.2,96.8,63.8,94.655,28.94
12\1\1973,50.1034,48.147,47.142,57.8352,43.7411,64.1116,27.7547,51.5038,33.0104,70.886,46.2599,50.94,69.1107,56,88.0842,4.46,6.02,4.09,14.28800256,19.28559987,13.102675,63965,23779,641,4239,18820,11619,7201,54256,15529,3749.1,8473.8,3972,14070,79,1.305,86401,82743,4.9,9.5,2332,1310,767,439,328,40,3.6,1288,1526,211,298,699,318,9.95,7.45,7.56,7.27,6.8,6.74,7.68,8.48,0.11,-0.18,-0.71,0.94,1.74,262.9,589.7,855.5,81073,17021,15723,162.8,178744.1,31.215,53.743,35.745,25.122,46.3,46.7,31.247,47.6,48.3,44.8,59.1,189.1381573,204.3,653.822767,19.9,63.68611387,94.2,93.92,3.199795,280.1748,231.74,0.9994203,94.78,106.16,3.7,12.25,824.0801,61.2,63.6,59,92.8,63.8,92.275,28.018
1\1\1974,49.7528,47.8317,46.7043,57.0456,41.4605,64.3872,27.7616,51.1159,32.3237,71.4647,45.8736,51.9891,68.5845,55.9,87.0762,4.46,6.02,4.1,14.15423675,19.10504602,13.0117423,64014,23709,645.5,4196,18788,11583,7205,54395,15589,3779,8462.9,3986,14090,78,1.389,86555,82799,5.1,9.5,2400,1404,799,467,332,39.8,3.5,1331,1451,233,338,618,262,9.65,7.77,7.65,7.42,6.95,6.99,7.83,8.48,-0.12,-0.35,-0.78,0.84,1.49,263.8,591.5,859.7,81850,17222,16171,164.6,179985.7,31.51,53.928,36.301,25.267,46.8,46.9,31.39,48.8,49.6,45.9,63.3,201.6565785,213.3,679.5157694,24.3,77.41318891,95.3,97.74,3.363945,297.9827,222.4,0.9914832,96.11,107.18,3.64,12.51,857.24,55.3,62.1,55.7,91.8,62,93.813,28.749
2\1\1974,49.6075,47.6459,46.5802,56.8509,41.3257,64.1633,27.6734,51.0191,32.1464,71.6253,45.7109,51.9423,68.7534,49.7,86.5041,4.51,6.08,4.13,14.14857573,19.07391141,12.95645627,64118,23718,649.2,4259,18727,11531,7196,54535,15608,3799.2,8460.4,4004,14135,77,1.348,86754,82930,5.2,9.6,2432,1426,829,495,334,40,3.4,1360,1752,261,369,780,342,8.97,7.12,6.96,6.88,6.82,6.96,7.85,8.53,-0.16,-0.24,-0.16,0.89,1.57,265.3,593.2,864.2,82341,17125,15933,166.4,181188.9,31.876,54.127,36.98,25.459,47.3,47.2,31.592,49.7,50.7,46.8,64.3,203.5325399,232,734.3631299,27.5,87.04735376,93.6,95.86,3.175208,290.9768,227.49,0.9765816,93.45,104.13,3.81,12.16,831.33,49.4,58.6,56,88.8,58.8,93.252,29.121
3\1\1974,49.6086,47.8031,46.7553,56.9375,41.3592,64.2817,27.9262,50.8368,31.8917,71.6966,45.6643,53.1009,70.1139,55.8,86.1595,4.53,6.1,4.15,14.04912542,18.91824836,12.87061159,64143,23687,650.1,4255,18700,11519,7181,54608,15617,3799.2,8469.9,4006,14152,77,1.376,86819,83093,5.1,9.7,2413,1403,849,519,330,39.9,3.5,1440,1555,209,353,653,340,9.35,7.96,7.83,7.76,7.31,7.21,8.01,8.62,-0.13,-0.2,-0.75,0.8,1.41,266.7,595.6,870.1,82835,17131,15817,170.5,181981,32.244,54.446,37.591,25.679,47.8,47.6,31.838,50.2,51.1,48.1,62.3,195.6781205,233,731.8298888,27.5,86.37477228,94,93.62,3.07787,282.0556,234.06,0.9720346,97.44,108.98,3.65,12.08,873.99,54.2,61.8,58,88.9,59.1,91.906,29.481
4\1\1974,49.4975,47.6262,46.5608,56.7555,41.1142,64.1531,27.7054,50.8021,31.9588,71.0126,45.5016,54.5962,75.8577,54.5,85.6065,4.55,6.13,4.16,14.01509318,18.88187279,12.81379948,64193,23670,659.8,4225,18702,11551,7151,54714,15649,3806.3,8497.7,4012,14191,79,1.413,86669,83087,5.1,9.8,2337,1456,889,535,354,39,2.9,1254,1607,207,373,690,337,10.51,8.33,8.32,8.62,7.92,7.51,8.25,8.87,-0.01,0.29,-0.82,0.74,1.36,267.2,597,872.9,83621,17298,15561,176.9,183021.1,32.465,54.812,37.872,25.843,48.1,47.9,32.056,50.7,51.5,49,60.6,189.0441727,230.8,719.9900175,27.5,85.7873721,93.5,92.26,3.026268,277.7701,238.86,0.9675297,92.46,103.66,3.86,11.4,847.76,59.1,59.9,56.4,82.1,62.5,92.044,28.848
