Date,IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,PMP,UTL11,CES275,CES277,CES278,CES275R,CES277R,CES278 R,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES151,CES155,HSBR,HSFR,HSNE,HSMW,HSSOU,HSWST,FYFF,FYGM3,FYGM6,FYGT1,FYGT5,FYGT10,FYAAAC,FYBAAC,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,FMRNBA,BUSLOANS,CCINRV,PI071,PI072,PI073,PI074,CPIAUCSL,CPILFESL,PCEPILFE,PWFSA,PWFCSA,PWIMSA,PWCMSA,PWCMSAR,PSCCOM,PSCCOMR,PW561,PW561R,PMCP,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ
2\1\1988,66.7198,70.5561,70.4575,74.8958,55.2488,84.1505,51.99,61.9971,42.0855,90.3938,63.9441,77.3387,88.2816,58.6,83.0483,10.53,12.32,9.92,14.52574077,16.99497876,13.68426861,86791,23769,691.6,5162,17823,10890,6933,80411,21720,5081.8,12669.7,6472,17389,102,1.091,114227,111026,5.7,14.4,3057,2110,1738,850,888,40.4,3.7,1438,1473,278,253,580,362,6.58,5.66,5.93,6.64,7.71,8.21,9.4,10.62,0.27,0.98,2.55,1.19,2.41,757.8,2025.8,2875.4,242803,39406,39010,579.7,530430,72.492,100.929,74.875,66.225,116.2,121.2,72.521,106.3,104.4,104.4,95.2,131.2723211,258.915,357.020725,49.7,68.53187353,81.2,87.38,1.3916,129.17,175.82,1.2682,258.128,296.4555,3.56,15.86,1980.64,81.9,56.2,57,61.2,48.1,111.464,31.767
3\1\1988,66.8891,70.6375,70.5556,74.8663,55.7611,83.8225,52.411,62.26,42.3324,90.6366,64.1428,75.5538,88.4357,57.7,83.2426,10.56,12.31,9.94,14.5170603,16.92282313,13.66473289,87009,23824,690.6,5201,17844,10906,6938,80632,21780,5099.2,12703.8,6483,17447,104,1.121,114037,110868,5.7,13.7,3042,2087,1744,896,848,40.4,3.7,1525,1532,294,247,580,411,6.58,5.7,5.91,6.71,7.83,8.37,9.39,10.57,0.21,1.01,2.67,1.02,2.2,761.7,2034.8,2895.7,243748,39266,37514,583,533175.3,72.742,101.221,75.073,66.495,116.5,121.7,72.83,106.6,104.7,104.8,94.1,129.2049979,258.4913,354.9242071,47.2,64.80845805,74.5,86.01,1.3863,127.11,183.3,1.2492,265.7374,308.0352,3.48,15.22,2044.31,85.2,54.6,57.9,57.3,41.9,112.178,29.772
4\1\1988,67.2445,70.9635,70.9944,75.3458,57.0718,83.8353,52.9981,62.6441,42.8133,91.2286,64.6813,73.4889,88.7646,59.1,83.8879,10.62,12.43,9.99,14.5294351,17.00573242,13.66751946,87249,23880,690,5227,17874,10936,6938,80821,21837,5116.3,12735.3,6489,17452,102,1.146,114650,111426,5.4,13.3,3107,1930,1563,753,810,40.4,3.9,1429,1573,255,327,602,389,6.87,5.91,6.21,7.01,8.19,8.72,9.67,10.9,0.3,1.1,2.81,0.95,2.18,768.1,2044.5,2915.8,245763,39622,36628,588.2,536777.3,73.093,101.391,75.582,66.791,117.2,122.3,73.184,107,105.2,105.5,95.4,130.356362,262.195,358.2682007,49.1,67.09116747,81,85.07,1.3823,124.9,187.82,1.2353,262.6125,305.7815,3.57,15.1,2036.13,82.4,55.8,57.6,58.6,51,111.68,30.785
5\1\1988,67.1858,70.7959,70.8957,75.079,57.1105,83.406,53.1481,62.7033,43.1446,90.2764,64.6043,73.568,87.1539,58,83.7392,10.65,12.45,10.02,14.52893509,16.98452975,13.66947696,87447,23896,688.3,5228,17892,10946,6946,81032,21903,5132.4,12776.1,6490,17481,105,1.148,114292,111171,5.6,13.8,3095,2036,1647,801,846,40.4,3.9,1444,1421,205,275,570,371,7.09,6.26,6.56,7.4,8.58,9.09,9.9,11.04,0.3,1.14,2.83,0.81,1.95,771.7,2052.4,2931.2,247441,39958,37380,593.7,539296.3,73.302,101.506,75.729,67.048,117.5,122.7,73.439,107.2,105.4,106.2,95.8,130.4483994,268.3524,365.4085704,51.5,70.12622721,81.5,85.39,1.4111,124.79,186.95,1.2373,256.1238,297.3852,3.8,14.13,1988.91,87.3,55.5,57.7,56.9,51.2,112.818,28.76
6\1\1988,67.3441,70.8953,71.0086,75.0951,57.3668,83.29,53.5756,62.9237,43.0911,90.8683,64.6897,73.7644,85.7421,61.7,83.801,10.68,12.49,10.04,14.50791279,16.96665082,13.63852476,87776,23951,686,5261,17916,10969,6947,81340,21985,5154.2,12825.8,6499,17515,102,1.166,114927,111816,5.4,13.1,3101,1924,1531,726,805,40.5,3.9,1485,1478,249,268,576,385,7.51,6.46,6.71,7.49,8.49,8.92,9.86,11,0.25,1.03,2.46,0.94,2.08,778.4,2057.5,2943.4,249153,40277,37195,598.9,540226,73.615,101.758,76,67.392,118,123.2,73.744,107.5,105.7,107.4,97,131.536125,280.9273,380.9493654,50.6,68.61575179,80.7,86.86,1.4629,127.47,177.68,1.2176,270.6827,312.7755,3.58,14.61,2104.94,85.7,59.3,63.6,65.6,48.2,113.898,31.522
7\1\1988,67.4483,70.9274,70.9557,75.0757,56.0297,83.985,53.3151,63.1047,43.3018,91.101,64.7505,75.5976,86.6789,61.2,83.8275,10.71,12.56,10.05,14.48040886,16.9816933,13.58805873,88020,23966,683.4,5270,17926,10988,6938,81548,22048,5166.6,12864,6507,17494,104,1.167,115060,112000,5.4,13.4,2998,2067,1601,805,796,40.5,3.8,1439,1467,255,283,562,367,7.75,6.73,6.99,7.75,8.66,9.06,9.96,11.11,0.26,1.02,2.33,0.9,2.05,781.4,2059.3,2953.2,251000,40514,37075,602,542093.8,73.962,101.927,76.564,67.652,118.5,123.6,74.025,108.4,106.6,108.3,96.7,130.6315434,281.605,380.4187774,45.7,61.73590003,81,89.7,1.5343,133.02,170.51,1.2075,269.0495,310.871,3.65,14.44,2104.22,82.3,58.2,60.6,58.4,54.5,112.722,32.897
8\1\1988,67.7754,71.3099,71.3532,75.6402,56.5655,84.5533,53.5421,63.3694,43.26,91.3179,64.8148,80.5001,87.4205,57.8,83.8504,10.72,12.56,10.07,14.45445229,16.93544038,13.57801629,88091,23926,680.8,5268,17891,10975,6916,81709,22094,5178.4,12895,6505,17544,104,1.127,115282,112163,5.6,13.6,3172,1973,1639,844,795,40.3,3.7,1460,1493,230,251,580,432,8.01,7.06,7.39,8.17,8.94,9.26,10.11,11.21,0.33,1.11,2.2,0.85,1.95,783.3,2055.5,2958.3,252069,40470,37229,603.4,545666.7,74.164,102.183,76.601,67.932,119,124,74.188,108.8,107.1,108.5,97,130.7489082,279.4913,376.7338384,45,60.65670998,78.2,91.03,1.5837,133.77,169.65,1.2237,263.7265,303.1157,3.75,13.78,2051.29,88.8,56,59.2,57.4,49.4,112.123,35.272
9\1\1988,67.5865,71.1628,71.2723,75.1117,57.7471,83.1028,54.1066,63.1374,43.6101,91.2833,65.0623,74.508,85.6902,54.8,84.0989,10.76,12.61,10.12,14.44023942,16.92299434,13.58134042,88341,23942,675,5270,17914,10992,6922,82033,22128,5191.5,12908.8,6509,17634,100,1.123,115356,112191,5.4,13.6,3152,1880,1569,756,813,40.3,3.8,1436,1492,216,263,591,422,8.19,7.24,7.43,8.09,8.69,8.98,9.82,10.9,0.19,0.85,1.74,0.84,1.92,783.7,2049.1,2963.1,253369,40343,37503,602.4,545467.6,74.514,102.55,77.026,68.236,119.5,124.7,74.575,109,107.3,108.7,97,130.0703989,275.3714,369.2543077,42.6,57.12370097,72.8,91.02,1.5763,134.32,168.4,1.2267,267.97,307.4014,3.69,12.38,2080.06,89.5,54.6,58.6,55.2,49.5,113.49,32.413
10\1\1988,67.972,71.6961,71.872,75.791,58.3133,83.8294,54.6462,63.3606,43.9121,91.6813,65.4583,76.3064,86.8925,58.7,84.5255,10.81,12.63,10.16,14.46366689,16.89880785,13.5939737,88573,23987,671.9,5262,17966,11026,6940,82256,22148,5204.6,12903.6,6517,17670,104,1.174,115638,112407,5.4,13.4,3106,1864,1562,794,768,40.5,3.9,1516,1522,192,270,585,475,8.3,7.35,7.5,8.11,8.51,8.8,9.51,10.41,0.15,0.76,1.45,0.71,1.61,783.3,2045.3,2971.6,254579,40422,38123,606.3,546273.2,74.739,102.761,77.2,68.491,119.9,125.2,74.84,109.2,107.5,108.6,96.6,129.0753608,274.1619,366.3307055,39.3,52.51202565,71.5,88.6,1.5372,128.68,173.88,1.2055,277.3957,319.0452,3.61,12.74,2144.31,87,55.5,57.2,54.8,49.2,113.441,30.987
11\1\1988,68.1048,71.7755,71.9426,75.8731,58.9929,83.5818,54.7731,63.5498,44.2457,91.684,65.6413,76.2542,86.3973,57.5,84.6617,10.83,12.64,10.19,14.4563839,16.87245545,13.60208236,88836,24030,665.7,5273,18003,11052,6951,82552,22183,5215.6,12910.8,6526,17746,102,1.168,116100,112859,5.3,12.6,3097,1967,1468,765,703,40.5,3.9,1508,1569,211,274,624,460,8.35,7.76,7.86,8.48,8.79,8.96,9.45,10.48,0.1,0.72,1.2,0.49,1.52,784.9,2051.5,2986.5,255669,40548,37687,607.8,546649,74.915,102.872,77.297,68.717,120.3,125.6,75.046,109.6,107.9,108.8,95.2,126.8555286,273.4571,364.3859766,39.2,52.23462943,70.9,86.11,1.4675,123.2,180.85,1.2186,271.0243,311.8381,3.7,12.07,2099.04,86.3,55.6,58.4,52.1,51.6,114.192,31.973
12\1\1988,68.4092,72.0536,72.2506,76.2499,59.6931,83.7726,54.938,63.8797,44.3366,92.3543,65.9291,75.8419,86.8272,57.6,84.9179,10.85,12.68,10.2,14.43606221,16.87090036,13.57122899,89135,24054,663.3,5277,18025,11071,6954,82817,22249,5233.8,12927.5,6533,17736,104,1.194,116104,112910,5.3,12.9,2972,2023,1490,751,739,40.3,3.8,1501,1563,214,343,597,409,8.76,8.07,8.22,8.99,9.09,9.11,9.57,10.65,0.15,0.92,1.04,0.46,1.54,786.7,2051.1,2994.5,256897,40453,38738,612,547324.6,75.159,102.987,77.549,68.978,120.7,126,75.306,110,108.3,109.4,98.1,130.2685045,280.7143,372.7648527,44.3,58.82665392,69.8,85.75,1.4799,123.61,182.58,1.1962,276.5138,319.07,3.68,12.19,2148.58,85.5,56,59,53,49.9,118.161,35.125
1\1\1989,68.5717,72.2382,72.3916,76.2127,60.9803,83.0065,55.4502,64.0169,44.8338,92.6025,66.4187,70.7532,87.3681,57.9,85.4181,10.88,12.77,10.23,14.39820022,16.89935817,13.53801363,89359,24097,663.1,5289,18057,11092,6965,83036,22290,5258.2,12962.7,6529,17774,104,1.154,116708,113421,5.4,12.6,3146,2010,1480,748,732,40.4,3.9,1466,1621,266,288,647,420,9.12,8.27,8.36,9.05,9.15,9.09,9.62,10.65,0.09,0.78,0.82,0.53,1.56,785.7,2041.1,2997.7,257923,40422,38773,612.3,563300,75.565,103.48,77.976,69.357,121.2,126.5,75.72,111.1,109.5,110.8,102,134.7068146,283.481,374.3806128,49.7,65.63655573,70.5,87.8,1.5619,127.36,177.37,1.1913,285.4133,330.1733,3.64,13.07,2234.67,89.9,54.7,57.3,53.9,46.7,117.071,34.928
2\1\1989,68.2428,72.0871,72.2902,76.2102,60.2519,83.4044,55.2505,63.4991,43.8467,92,65.7578,75.9857,86.6994,55.6,84.4255,10.91,12.79,10.26,14.38991255,16.86956751,13.53258504,89579,24080,658.4,5278,18055,11083,6972,83311,22372,5278.3,13000.5,6542,17812,103,1.201,116776,113542,5.2,12.4,3194,1877,1304,669,635,40.4,3.9,1383,1425,215,261,551,398,9.36,8.53,8.55,9.25,9.27,9.17,9.64,10.61,0.02,0.72,0.64,0.47,1.44,783.8,2029,2998,258308,40339,38852,624.9,565278.2,75.817,103.557,78.255,69.623,121.6,126.9,75.912,111.9,110.5,111.3,101.7,133.9709137,285.6632,376.308357,50.3,66.26093371,67.9,88.35,1.574,127.74,175.34,1.1891,294.0111,339.7011,3.59,12.99,2304.3,88.8,54.1,57.3,54,49,115.796,32.731
3\1\1989,68.4318,72.19,72.2331,76.3962,59.4201,84.1493,54.8827,63.7794,43.8018,92.9261,65.6914,81.2136,85.4689,52.7,84.1839,10.95,12.85,10.29,14.38915097,16.88589863,13.52185968,89761,24069,662.4,5260,18060,11077,6983,83514,22453,5299.2,13078,6547,17822,99,1.183,117022,113824,5,12.3,3042,1850,1353,683,670,40.5,4,1214,1422,163,308,557,394,9.85,8.82,8.85,9.57,9.51,9.36,9.8,10.67,0.03,0.75,0.54,0.44,1.31,783,2024.8,3005.7,259138,39844,38032,625.4,569094.3,76.099,103.244,78.721,69.903,122.2,127.4,76.138,112.3,110.9,111.9,102.9,135.1493341,287.6091,377.7471171,53.9,70.79250834,67.9,89.39,1.611,130.55,171.34,1.1954,292.7132,337.7373,3.68,12.28,2283.11,87.6,51.5,52,52.5,48.3,112.848,32.409
4\1\1989,68.412,72.239,72.4341,76.2856,59.8208,83.7569,55.4222,63.6853,43.8491,92.4567,65.7535,77.9412,85.3033,54.9,84.0979,10.97,12.92,10.28,14.32507607,16.87146607,13.42404576,89916,24100,663.7,5295,18055,11075,6980,83656,22473,5291.9,13092.4,6549,17840,103,1.181,117097,113935,5.2,12.5,3110,1984,1397,680,717,40.5,3.9,1376,1339,211,255,528,345,9.84,8.65,8.65,9.36,9.3,9.18,9.79,10.61,0,0.71,0.53,0.61,1.43,779.2,2016.1,3011.8,259559,39533,37244,628.6,571570.8,76.579,103.411,79.803,70.116,123.1,127.8,76.356,113.1,111.9,112.5,104.1,136.3350621,284.615,372.7473938,58.9,77.13866625,65.4,89.69,1.6469,132.04,170.08,1.1888,302.251,348.4705,3.59,12.73,2348.91,83.2,52.2,53.1,52.2,47.4,115.057,33.969
5\1\1989,67.9533,71.5539,71.6539,75.4809,58.5263,83.2418,54.5745,63.475,43.4114,92.2039,65.2026,76.5353,84.1957,50.7,83.2185,10.97,12.91,10.3,14.27567539,16.80027068,13.40377908,89998,24089,663.4,5299,18040,11055,6985,83785,22516,5291,13128.3,6554,17876,98,1.14,117099,113974,5.2,12,3052,1987,1348,714,634,40.3,3.7,1381,1331,172,252,535,372,9.81,8.43,8.41,8.98,8.91,8.86,9.57,10.46,-0.02,0.55,0.43,0.71,1.6,775,2006.8,3017.5,260259,39301,37580,633.9,574119.7,76.844,103.47,80.23,70.329,123.7,128.3,76.563,114,112.9,112.6,104.5,136.4889046,283.0682,369.7193161,59.5,77.7137782,59.3,92.61,1.729,137.86,157.15,1.1925,313.93,360.8782,3.52,12.85,2439.55,80.1,49.3,50.7,49.1,44.9,112.915,31.57
6\1\1989,67.9588,71.8149,71.9131,75.5359,57.7951,83.7331,55.1901,63.2043,43.3135,92.2209,65.2974,76.2408,85.3133,49.5,83.1557,11,12.93,10.33,14.28181924,16.78762935,13.41192662,90079,24052,653.7,5298,18013,11027,6986,83939,22542,5286.8,13154.5,6560,17912,96,1.082,117418,114350,5.3,11.1,3303,2020,1300,687,613,40.2,3.7,1322,1397,171,238,526,462,9.53,8.15,7.93,8.44,8.29,8.28,9.1,10.03,-0.22,0.29,0.13,0.82,1.75,773.5,2013.9,3033.6,261099,39085,37595,633.6,575543.2,77.021,103.683,80.293,70.559,124.1,128.8,76.772,114,112.7,112.5,103.2,134.4240088,281.0909,366.1372636,58.3,75.93914448,50,94.58,1.7089,143.98,155.3,1.1986,323.7277,370.3573,3.44,13.01,2494.88,82,47.3,45.6,46.5,47.5,113.13,33.644
7\1\1989,67.3191,70.8916,70.8188,73.895,55.9093,82.2643,54.772,62.8765,43.0281,91.412,64.5784,74.7485,85.8637,46.9,82.0537,11.05,13.01,10.36,14.30772617,16.84556719,13.41430255,90125,24027,643.5,5317,17980,10989,6991,84003,22558,5285.5,13159,6567,17905,96,1.107,117472,114245,5.2,11.8,3173,1961,1435,814,621,40.4,3.8,1283,1427,194,288,524,421,9.24,7.88,7.61,7.89,7.83,8.02,8.93,9.87,-0.27,0.01,0.14,0.91,1.85,777.8,2033.1,3058.3,262235,39438,38744,639.1,576731.3,77.231,103.792,80.425,70.824,124.5,129.2,76.992,113.8,112.4,112.2,103.5,134.4295511,280.103,363.8079281,59.9,77.80029094,48.1,91.9,1.6281,140.42,162.68,1.1891,331.9265,379.451,3.38,13.27,2554.03,85.5,45.9,45.8,46.1,46.2,109.168,35.494
8\1\1989,67.9781,71.8033,71.9727,75.1331,58.0802,82.958,55.7892,63.2567,43.1351,91.7478,65.1969,75.3742,84.8113,46.7,82.649,11.08,13,10.39,14.34452759,16.8302219,13.4512312,90088,24048,667.6,5330,17964,10983,6981,84029,22607,5293.1,13185.5,6571,17989,95,1.082,117655,114371,5.2,11.4,3090,2038,1302,742,560,40.4,3.7,1334,1332,144,239,568,381,8.99,7.9,7.74,8.18,8.09,8.11,8.96,9.88,-0.16,0.28,0.21,0.85,1.77,779.4,2050.4,3080.4,262855,39397,38722,644.3,577013.9,77.242,103.759,80.051,71.046,124.5,129.5,77.092,113.4,111.7,111.8,101.2,131.2717273,276.5304,358.7018108,53.5,69.39760286,43.3,92.3,1.6605,141.49,159.47,1.1758,346.6078,396.6339,3.28,13.75,2691.11,80.3,45.1,45.2,44,43.5,112.755,29.666
9\1\1989,67.7788,71.6297,71.7034,74.8249,58.0138,82.5224,55.6321,63.0312,43.0975,91.1253,65.0329,76.6716,85.4828,48,82.2494,11.1,13.03,10.41,14.33386278,16.82614703,13.44283888,90299,24000,669,5323,17922,10945,6977,84326,22585,5279.6,13171.9,6577,18027,95,1.08,117354,114135,5.3,11.5,3214,1981,1360,761,599,40.3,3.7,1314,1279,165,247,494,373,9.02,7.75,7.74,8.22,8.17,8.19,9.01,9.91,-0.01,0.47,0.44,0.82,1.72,781,2066.9,3098.8,263749,39673,38980,643.6,578645.1,77.439,103.856,80.208,71.28,124.8,129.9,77.381,114,112.5,112.1,102.5,132.4614569,274.94,355.3068583,56.2,72.62764761,42.4,93.67,1.6865,145.07,157.15,1.1828,347.3295,397.0795,3.29,13.73,2693.41,88.6,46,46,43.9,44.8,113.157,29.355
10\1\1989,67.7016,71.3626,71.3099,75.0761,56.9691,83.4729,54.7155,63.1598,43.0101,91.5712,64.9131,76.1893,84.4767,48.5,81.9063,11.14,13.09,10.43,14.32852715,16.83666251,13.41530863,90404,23997,669.1,5347,17895,10917,6978,84440,22566,5278.4,13139.2,6576,18033,97,1.085,117581,114366,5.3,11.9,3218,1992,1392,746,646,40.4,3.7,1365,1410,169,280,554,407,8.84,7.64,7.62,7.99,7.97,8.01,8.92,9.81,-0.02,0.35,0.37,0.91,1.8,786.6,2085.5,3120.7,264897,40163,39607,646.9,580619.8,77.747,104.007,80.63,71.552,125.4,130.6,77.67,114.6,113.1,112.2,102.7,132.2260847,274.3636,353.2426934,57.6,74.1599073,41,91.53,1.6302,142.21,158.74,1.1749,347.3973,396.34,3.29,13.86,2692.01,87.2,46.8,49.3,43.3,43.8,110.751,29.011
11\1\1989,67.9071,71.6136,71.5483,75.3178,57.3255,83.647,55.1412,63.3143,42.9375,91.5217,65.0321,76.5888,84.8913,49.2,81.8651,11.17,13.16,10.44,14.33411185,16.88781665,13.39732567,90657,24009,671.9,5364,17886,10902,6984,84705,22585,5279.7,13139.7,6584,18057,94,1.047,117912,114780,5.4,11.7,3247,2035,1418,763,655,40.4,3.6,1344,1351,178,311,507,355,8.55,7.69,7.49,7.77,7.81,7.87,8.89,9.81,-0.2,0.08,0.18,1.02,1.94,788,2102.6,3139.4,265647,40170,39820,646.6,582671.9,77.926,104.274,80.669,71.791,125.9,131.1,77.892,114.8,113.2,112,103.5,132.8762902,269.2,345.6067375,57.6,73.94854414,40.9,91.07,1.6189,143.53,157.26,1.1697,340.219,386.8219,3.39,14.21,2642.48,84.3,46.8,49.3,42.5,41.4,112.66,31.912
12\1\1989,68.3829,72.6623,72.9284,76.678,57.9804,85.3598,56.4105,63.1663,42.784,90.5883,65.1613,85.5921,82.7156,49.7,81.8381,11.21,13.25,10.49,14.34292514,16.95305603,13.42170247,90734,23949,672.1,5309,17881,10893,6988,84860,22549,5277.7,13072,6585,18075,96,1.067,117830,114642,5.4,11.6,3275,1987,1375,740,635,40,3.5,1422,1251,126,258,437,430,8.45,7.63,7.42,7.72,7.75,7.84,8.86,9.82,-0.21,0.09,0.21,1.02,1.98,792.9,2119.2,3158.5,267757,40486,40221,642.4,583382.3,78.157,104.076,80.844,72.117,126.3,131.6,78.114,115.5,114.1,112.2,105.1,134.5469442,261.875,335.2472028,59.8,76.55477891,41,89.22,1.5686,143.69,159.65,1.1613,348.572,398.433,3.33,14.7,2728.47,85.5,47.4,50.4,43.5,43.9,112.964,37.013
1\1\1990,67.9912,72.0239,71.7838,74.9211,54.6034,84.4893,56.1683,63.0449,42.5625,91.982,65.0608,77.9368,86.0116,47.4,81.5239,11.25,13.29,10.51,14.28898034,16.88004877,13.34908296,90993,23981,675.9,5422,17796,10785,7011,85163,22729,5287.7,13255.8,6587,18151,97,1.065,119081,115871,5.4,11.8,3189,2091,1412,766,646,40.2,3.9,1748,1551,156,333,575,487,8.23,7.64,7.55,7.92,8.12,8.21,8.99,9.94,-0.09,0.28,0.57,0.78,1.73,795.4,2134.7,3173.1,269563,40731,40291,640.9,584067.4,78.732,104.374,82.102,72.374,127.5,132.1,78.397,117.7,116.9,113.7,106.7,136.1021468,260.3727,332.1207444,64.3,82.01844458,50.8,88.35,1.5175,144.98,165.12,1.172,339.9718,390.5791,3.41,14.37,2679.23,83.4,47.2,49.1,48.2,42.7,109.025,32.774
2\1\1990,68.5855,72.587,72.5605,75.8167,58.1413,83.9792,56.8483,63.6677,43.0929,92.7877,65.9656,70.8188,87.3606,52.8,82.4699,11.35,13.35,10.64,14.34838122,16.87673034,13.45081729,91220,24074,677.3,5416,17896,10899,6997,85323,22707,5279.7,13223.7,6597,18177,92,1.025,119059,115871,5.3,11.6,3223,2066,1350,726,624,40.1,3.9,1329,1437,216,272,559,390,8.24,7.74,7.7,8.11,8.42,8.47,9.22,10.14,-0.04,0.37,0.73,0.75,1.67,798,2145.6,3185.4,271139,40743,39295,642.1,582268.6,79.103,104.706,82.66,72.651,128,132.7,78.803,117.6,116.7,112.8,106.8,135.5278352,261.3579,331.6598353,65,82.48416938,44.6,88.36,1.4879,145.69,169.61,1.1965,330.4526,381.1095,3.54,14.21,2614.18,81.3,49.1,52.5,44.4,41.4,113.122,30.272
3\1\1990,68.9063,73.0297,73.0429,76.3865,59.2266,84.2715,57.2747,63.8536,43.6739,92.134,66.2239,74.9863,83.0678,54.7,82.608,11.4,13.37,10.7,14.34828576,16.82777023,13.46725067,91324,24025,677.2,5392,17870,10876,6994,85593,22711,5273.1,13226.2,6601,18294,90,1.011,119203,115943,5.2,11.7,3206,2101,1331,694,637,40.3,4,1246,1289,140,266,510,373,8.28,7.9,7.85,8.35,8.6,8.59,9.37,10.21,-0.05,0.45,0.69,0.78,1.62,801.6,2156.5,3196.4,273059,40650,38526,645.1,581158.7,79.452,104.637,82.877,73.137,128.6,133.5,79.243,117.5,116.3,112.9,105.1,132.6300115,266.4682,336.2671782,60,75.71646707,50.1,89.86,1.5133,153.31,162.45,1.18,338.465,391.7073,3.49,14.77,2701.95,81.3,49.9,52.3,47.2,41.2,115.422,34.461
4\1\1990,68.8264,72.8047,72.8001,76.119,57.9327,84.5396,57.1622,63.9315,43.6785,92.402,66.063,76.0274,83.269,53.5,82.2279,11.38,13.33,10.68,14.28194927,16.72920772,13.40344624,91275,23966,679.2,5355,17845,10852,6993,85686,22722,5273.4,13237.4,6611,18377,90,0.982,118852,115621,5.4,11.8,3269,2171,1376,727,649,40.1,4,1136,1248,128,288,475,357,8.26,7.77,7.84,8.4,8.77,8.79,9.46,10.3,0.07,0.63,1.02,0.67,1.51,806.2,2167.3,3208,275231,40845,39236,646.8,578977.4,79.681,104.58,82.939,73.501,128.9,134,79.554,117.4,116.1,113.1,102.7,129.094703,273.195,343.408251,52.6,66.11861126,50.9,89.73,1.4866,158.46,163.72,1.1641,338.178,393.1715,3.51,14.82,2708.25,83.9,50,53.7,47.2,41.3,113.095,30.927
5\1\1990,68.9372,72.9039,72.8843,76.0206,58.389,84.158,57.689,64.0539,43.922,92.1455,66.152,76.879,80.9438,53.9,82.1628,11.43,13.39,10.74,14.30573982,16.75886756,13.44213873,91202,23887,682.9,5321,17796,10823,6973,85914,22704,5268.8,13211.2,6615,18599,86,0.957,119151,115885,5.4,11.7,3117,2269,1415,771,644,40.1,4,1067,1212,129,259,489,335,8.18,7.74,7.76,8.32,8.74,8.76,9.47,10.41,0.02,0.58,1.02,0.71,1.65,804.2,2165.5,3206.6,276753,40750,39419,644.7,576474.8,79.898,104.541,83.024,73.826,129.1,134.4,79.836,117.5,116.3,113.1,103.1,129.1397365,276.6182,346.4830402,54.5,68.26494313,50.1,88.52,1.4198,154.04,167.74,1.1747,350.25,408.1041,3.44,15.84,2793.81,79.3,49.5,51.7,48.2,40,115.081,30.162
6\1\1990,69.1369,73.2009,73.3009,76.8001,59.1628,84.9333,57.6668,64.1465,44.1489,91.6699,66.3097,78.2937,83.6243,51.3,82.186,11.46,13.42,10.77,14.27806087,16.72003289,13.41838705,91264,23847,683.7,5303,17774,10803,6971,85973,22693,5273.4,13197.2,6623,18556,86,0.967,118983,115738,5.2,11.6,3151,2118,1436,796,640,40.2,4,1108,1177,109,234,538,296,8.29,7.73,7.63,8.1,8.43,8.48,9.26,10.22,-0.1,0.37,0.75,0.78,1.74,808.9,2177.1,3219.7,278949,40666,39785,646.7,577227.9,80.263,104.245,83.496,74.237,129.9,135.1,80.167,117.6,116.3,112.9,100.6,125.4880437,276.9162,345.424177,47.9,59.75027131,53.2,88.75,1.425,153.7,171.03,1.173,360.3867,421.4919,3.36,16.66,2894.83,76.6,49.2,52,49.8,42.6,114.81,30.079
7\1\1990,69.0314,73.0283,73.0537,76.2456,57.6201,84.8889,57.8441,64.1146,43.9496,92.2928,66.1762,77.664,84.2119,49.8,81.8531,11.49,13.43,10.81,14.28092024,16.69214612,13.43574829,91213,23746,682.7,5274,17704,10759,6945,86027,22683,5272.9,13193.1,6628,18560,85,0.921,118810,115618,5.5,11.9,3221,2240,1534,846,688,40.1,3.9,1078,1171,121,234,487,329,8.15,7.62,7.52,7.94,8.33,8.47,9.24,10.2,-0.1,0.32,0.85,0.77,1.73,810,2186.6,3229.9,281004,40575,39818,646,577301.2,80.457,104.403,83.786,74.386,130.5,135.8,80.351,117.9,116.6,112.8,101,125.6984978,277.0952,344.8559445,46.3,57.62218267,51.4,86.43,1.3924,149.04,180.98,1.157,360.031,425.7576,3.37,16.65,2934.22,77.3,46.6,46.7,46.4,39.6,113.522,34.002
